pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
8N	Lesina	chr5	1100001	1150000	0.3768083519761372	283	10106	26820	1480
K	Lesina	chr5	1100001	1150000	0.2026666666666666	283	5168	25500	2800
8N	K	chr5	1150001	1200000	0.3106811989100817	406	11402	36700	3900
8N	Lesina	chr5	1150001	1200000	0.3229329173166926	406	12420	38460	2140
K	Lesina	chr5	1150001	1200000	0.2139397201291711	406	7950	37160	3440
K	Lesina	chr5	1200001	1250000	0.273218304576144	294	7284	26660	2740
8N	Lesina	chr5	1200001	1250000	0.3676449534717251	294	10272	27940	1460
8N	K	chr5	1200001	1250000	0.3233333333333333	294	8730	27000	2400
K	Lesina	chr5	1250001	1300000	0.2190350297422339	333	6628	30260	3040
8N	Lesina	chr5	1250001	1300000	0.3301587301587301	333	10400	31500	1800
8N	K	chr5	1250001	1300000	0.291407799074686	333	8818	30260	3040
K	Lesina	chr5	1300001	1350000	0.2339885859226379	352	7380	31540	3660
8N	K	chr5	1300001	1350000	0.2966263526416295	352	9320	31420	3780
8N	Lesina	chr5	1300001	1350000	0.3060714285714285	352	10284	33600	1600
8N	Lesina	chr5	1350001	1400000	0.2726934523809524	284	7330	26880	1520
8N	K	chr5	1350001	1400000	0.2492879746835443	284	6302	25280	3120
K	Lesina	chr5	1350001	1400000	0.2320373250388802	284	5968	25720	2680
K	Lesina	chr5	1400001	1450000	0.2883629191321499	341	8772	30420	3680
8N	Lesina	chr5	1400001	1450000	0.338295243977764	341	10954	32380	1720
8N	K	chr5	1400001	1450000	0.288034188034188	341	8762	30420	3680
8N	K	chr5	1450001	1500000	0.2817195325542571	267	6750	23960	2740
8N	Lesina	chr5	1450001	1500000	0.2819324430479183	267	7178	25460	1240
K	Lesina	chr5	1450001	1500000	0.2383138564273789	267	5710	23960	2740
8N	Lesina	chr5	1500001	1550000	0.3544624033731553	299	10088	28460	1440
K	Lesina	chr5	1500001	1550000	0.2914327917282127	299	7892	27080	2820
8N	K	chr5	1500001	1550000	0.3258088235294117	299	8862	27200	2700
8N	K	chr5	1550001	1600000	0.3059143968871595	285	7862	25700	2800
8N	Lesina	chr5	1550001	1600000	0.3914201183431953	285	10584	27040	1460
K	Lesina	chr5	1550001	1600000	0.298267716535433	285	7576	25400	3100
8N	Lesina	chr5	1600001	1650000	0.4102853351028533	317	12366	30140	1560
8N	K	chr5	1600001	1650000	0.3806107954545454	317	10718	28160	3540
K	Lesina	chr5	1600001	1650000	0.2324585635359116	317	6732	28960	2740
8N	K	chr5	1650001	1700000	0.3569402228976697	220	7046	19740	2260
8N	Lesina	chr5	1650001	1700000	0.3386450381679389	220	7098	20960	1040
K	Lesina	chr5	1650001	1700000	0.1885427135678392	220	3752	19900	2100
8N	K	chr5	1700001	1750000	0.4020869565217391	258	9248	23000	2800
8N	Lesina	chr5	1700001	1750000	0.3916187345932621	258	9532	24340	1460
K	Lesina	chr5	1700001	1750000	0.2366124893071	258	5532	23380	2420
8N	Lesina	chr5	1750001	1800000	0.262190812720848	297	7420	28300	1400
8N	K	chr5	1750001	1800000	0.2988032909498878	297	7990	26740	2960
K	Lesina	chr5	1750001	1800000	0.2131403118040089	297	5742	26940	2760
K	Lesina	chr5	1800001	1850000	0.2651567944250871	256	6088	22960	2640
8N	Lesina	chr5	1800001	1850000	0.2953125	256	7182	24320	1280
8N	K	chr5	1800001	1850000	0.3144714038128249	256	7258	23080	2520
K	Lesina	chr5	1850001	1900000	0.2277027027027027	299	6066	26640	3260
8N	Lesina	chr5	1850001	1900000	0.3030877192982456	299	8638	28500	1400
8N	K	chr5	1850001	1900000	0.298877245508982	299	7986	26720	3180
K	Lesina	chr5	1900001	1950000	0.2115812917594654	199	3800	17960	1940
8N	Lesina	chr5	1900001	1950000	0.2696808510638298	199	5070	18800	1100
8N	K	chr5	1900001	1950000	0.2851305334846765	199	5024	17620	2280
8N	K	chr5	1950001	2000000	0.2693877551020408	220	5280	19600	2400
K	Lesina	chr5	1950001	2000000	0.2349027635619242	220	4590	19540	2460
8N	Lesina	chr5	1950001	2000000	0.2337824831568816	220	4858	20780	1220
8N	K	chr5	2000001	2050000	0.2397544853635505	236	5078	21180	2420
8N	Lesina	chr5	2000001	2050000	0.194059405940594	236	4312	22220	1380
K	Lesina	chr5	2000001	2050000	0.2297574626865671	236	4926	21440	2160
8N	K	chr5	2050001	2100000	0.3515215110178384	213	6700	19060	2240
8N	Lesina	chr5	2050001	2100000	0.3620758483033932	213	7256	20040	1260
K	Lesina	chr5	2050001	2100000	0.2127882599580712	213	4060	19080	2220
8N	Lesina	chr5	2100001	2150000	0.3308462238398544	234	7272	21980	1420
K	Lesina	chr5	2100001	2150000	0.2217514124293785	234	4710	21240	2160
8N	K	chr5	2100001	2150000	0.3286532951289398	234	6882	20940	2460
8N	K	chr5	2150001	2200000	0.2812138728323699	237	5838	20760	2940
8N	Lesina	chr5	2150001	2200000	0.2979609929078014	237	6722	22560	1140
K	Lesina	chr5	2150001	2200000	0.2644276253547776	237	5590	21140	2560
8N	K	chr5	2200001	2250000	0.3274763135228251	262	7604	23220	2980
8N	Lesina	chr5	2200001	2250000	0.3523162939297125	262	8822	25040	1160
K	Lesina	chr5	2200001	2250000	0.3069550466497031	262	7238	23580	2620
K	Lesina	chr5	2250001	2300000	0.1992826398852223	311	5556	27880	3220
8N	K	chr5	2250001	2300000	0.3360262008733624	311	9234	27480	3620
8N	Lesina	chr5	2250001	2300000	0.3484175084175084	311	10348	29700	1400
K	Lesina	chr5	2300001	2350000	0.2367796610169491	395	8382	35400	4100
8N	Lesina	chr5	2300001	2350000	0.2992529348986126	395	11216	37480	2020
8N	K	chr5	2300001	2350000	0.319988577955454	395	11206	35020	4480
8N	Lesina	chr5	2350001	2400000	0.3129601226993865	272	8162	26080	1120
K	Lesina	chr5	2350001	2400000	0.1770642201834862	272	4246	23980	3220
8N	K	chr5	2350001	2400000	0.3213640098603122	272	7822	24340	2860
8N	K	chr5	2400001	2450000	0.3019551049963794	309	8340	27620	3280
8N	Lesina	chr5	2400001	2450000	0.3009735744089012	309	8656	28760	2140
K	Lesina	chr5	2400001	2450000	0.2154796511627907	309	5930	27520	3380
8N	K	chr5	2450001	2500000	0.3269756838905775	297	8606	26320	3380
8N	Lesina	chr5	2450001	2500000	0.3642393655371305	297	10104	27740	1960
K	Lesina	chr5	2450001	2500000	0.278978978978979	297	7432	26640	3060
8N	K	chr5	2500001	2550000	0.3213563355145746	375	10804	33620	3880
8N	Lesina	chr5	2500001	2550000	0.306815578465063	375	10714	34920	2580
K	Lesina	chr5	2500001	2550000	0.285595238095238	375	9596	33600	3900
K	Lesina	chr5	2550001	2600000	0.2377717391304347	410	8750	36800	4200
8N	Lesina	chr5	2550001	2600000	0.2744724652599073	410	10666	38860	2140
8N	K	chr5	2550001	2600000	0.298042414355628	410	10962	36780	4220
8N	K	chr5	2600001	2650000	0.3131231359181934	523	14698	46940	5360
8N	Lesina	chr5	2600001	2650000	0.2756626506024096	523	13728	49800	2500
K	Lesina	chr5	2600001	2650000	0.2910593220338983	523	13738	47200	5100
8N	K	chr5	2650001	2700000	0.3148346303501945	461	12946	41120	4980
8N	Lesina	chr5	2650001	2700000	0.3165605095541401	461	13916	43960	2140
K	Lesina	chr5	2650001	2700000	0.2645424053665549	461	11042	41740	4360
8N	K	chr5	2700001	2750000	0.3134059687351966	472	13232	42220	4980
8N	Lesina	chr5	2700001	2750000	0.3597855227882037	472	16104	44760	2440
K	Lesina	chr5	2700001	2750000	0.2520882214922572	472	10744	42620	4580
8N	K	chr5	2750001	2800000	0.291238670694864	442	11568	39720	4480
8N	Lesina	chr5	2750001	2800000	0.3074868860276585	442	12896	41940	2260
K	Lesina	chr5	2750001	2800000	0.2377968671045982	442	9412	39580	4620
K	Lesina	chr5	2800001	2850000	0.3072320499479709	429	11810	38440	4460
8N	Lesina	chr5	2800001	2850000	0.2480646741793238	429	10126	40820	2080
8N	K	chr5	2800001	2850000	0.3095975232198142	429	12000	38760	4140
8N	K	chr5	2850001	2900000	0.2840413318025258	386	9896	34840	3760
8N	Lesina	chr5	2850001	2900000	0.2676294277929155	386	9822	36700	1900
K	Lesina	chr5	2850001	2900000	0.2540974212034384	386	8868	34900	3700
8N	K	chr5	2900001	2950000	0.2953852851545494	516	13570	45940	5660
8N	Lesina	chr5	2900001	2950000	0.2719607040523946	516	13288	48860	2740
K	Lesina	chr5	2900001	2950000	0.3421397379912664	516	15670	45800	5800
8N	K	chr5	2950001	3000000	0.2867901234567901	357	9292	32400	3300
8N	Lesina	chr5	2950001	3000000	0.3367383512544802	357	11274	33480	2220
K	Lesina	chr5	2950001	3000000	0.256347717323327	357	8198	31980	3720
8N	K	chr5	3000001	3050000	0.3723076923076923	552	18392	49400	5800
8N	Lesina	chr5	3000001	3050000	0.3874523264683447	552	20318	52440	2760
K	Lesina	chr5	3000001	3050000	0.2376910699919549	552	11818	49720	5480
K	Lesina	chr5	3050001	3100000	0.2429594272076372	463	10180	41900	4400
8N	Lesina	chr5	3050001	3100000	0.3351190476190476	463	14638	43680	2620
8N	K	chr5	3050001	3100000	0.3252906976744186	463	13428	41280	5020
8N	K	chr5	3100001	3150000	0.3485165064772252	532	16680	47860	5340
8N	Lesina	chr5	3100001	3150000	0.3352752109280835	532	16690	49780	3420
K	Lesina	chr5	3100001	3150000	0.2068837592745259	532	10038	48520	4680
8N	K	chr5	3150001	3200000	0.3894322420223788	537	18794	48260	5440
8N	Lesina	chr5	3150001	3200000	0.3553116424931399	537	18128	51020	2680
K	Lesina	chr5	3150001	3200000	0.2262268041237113	537	10972	48500	5200
8N	K	chr5	3200001	3250000	0.3051179126944305	444	12162	39860	4540
8N	Lesina	chr5	3200001	3250000	0.2684637404580152	444	11254	41920	2480
K	Lesina	chr5	3200001	3250000	0.2311590566984445	444	9214	39860	4540
8N	K	chr5	3250001	3300000	0.3074551569506726	398	10970	35680	4120
8N	Lesina	chr5	3250001	3300000	0.2786283891547049	398	10482	37620	2180
K	Lesina	chr5	3250001	3300000	0.2563847429519071	398	9276	36180	3620
K	Lesina	chr5	3300001	3350000	0.2903988183161004	454	11796	40620	4780
8N	Lesina	chr5	3300001	3350000	0.2330827067669172	454	9920	42560	2840
8N	K	chr5	3300001	3350000	0.2970083374203041	454	12112	40780	4620
8N	K	chr5	3350001	3400000	0.329814126394052	301	8872	26900	3200
8N	Lesina	chr5	3350001	3400000	0.3264124293785311	301	9244	28320	1780
K	Lesina	chr5	3350001	3400000	0.2185267857142857	301	5874	26880	3220
8N	K	chr5	3400001	3450000	0.2879499217527386	286	7360	25560	3040
8N	Lesina	chr5	3400001	3450000	0.2660991857883049	286	7190	27020	1580
K	Lesina	chr5	3400001	3450000	0.2356196414653156	286	6046	25660	2940
8N	K	chr5	3450001	3500000	0.2778126964173475	358	8840	31820	3980
8N	Lesina	chr5	3450001	3500000	0.2744831659775546	358	9294	33860	1940
K	Lesina	chr5	3450001	3500000	0.2129192546583851	358	6856	32200	3600
K	Lesina	chr5	3500001	3550000	0.2310441485634197	318	6594	28540	3260
8N	Lesina	chr5	3500001	3550000	0.2825449700199867	318	8482	30020	1780
8N	K	chr5	3500001	3550000	0.3075994318181818	318	8662	28160	3640
8N	K	chr5	3550001	3600000	0.2796296296296296	363	9060	32400	3900
8N	Lesina	chr5	3550001	3600000	0.249412455934195	363	8490	34040	2260
K	Lesina	chr5	3550001	3600000	0.2556783302639656	363	8330	32580	3720
8N	K	chr5	3600001	3650000	0.3142585551330799	349	9918	31560	3340
8N	Lesina	chr5	3600001	3650000	0.3171237050578915	349	10408	32820	2080
K	Lesina	chr5	3600001	3650000	0.2844543147208122	349	8966	31520	3380
8N	K	chr5	3650001	3700000	0.2634322954380883	313	7276	27620	3680
8N	Lesina	chr5	3650001	3700000	0.2611788617886179	313	7710	29520	1780
K	Lesina	chr5	3650001	3700000	0.2583333333333333	313	7192	27840	3460
8N	Lesina	chr5	3700001	3750000	0.2693339960238569	424	10838	40240	2160
K	Lesina	chr5	3700001	3750000	0.2659989457037428	424	10092	37940	4460
8N	K	chr5	3700001	3750000	0.284487246225924	424	10930	38420	3980
8N	Lesina	chr5	3750001	3800000	0.2586901763224181	416	10270	39700	1900
K	Lesina	chr5	3750001	3800000	0.2382368560807222	416	8972	37660	3940
8N	K	chr5	3750001	3800000	0.2561356297093649	416	9518	37160	4440
K	Lesina	chr5	3800001	3850000	0.2286426790167438	622	12836	56140	6060
8N	K	chr5	3800001	3850000	0.2307528409090909	622	12996	56320	5880
8N	Lesina	chr5	3800001	3850000	0.2137137137137137	622	12810	59940	2260
8N	K	chr5	3850001	3900000	0.2774439918533605	441	10898	39280	4820
8N	Lesina	chr5	3850001	3900000	0.2808956646021915	441	11792	41980	2120
K	Lesina	chr5	3850001	3900000	0.26955	441	10782	40000	4100
8N	Lesina	chr5	3900001	3950000	0.2823106220905628	504	13342	47260	3140
8N	K	chr5	3900001	3950000	0.2833767361111111	504	13058	46080	4320
K	Lesina	chr5	3900001	3950000	0.2636562911003945	504	12028	45620	4780
8N	K	chr5	3950001	4000000	0.2629401408450704	504	11948	45440	4960
8N	Lesina	chr5	3950001	4000000	0.2615320566194837	504	12564	48040	2360
K	Lesina	chr5	3950001	4000000	0.1823943661971831	504	8288	45440	4960
8N	Lesina	chr5	4000001	4050000	0.2908435472242249	291	8068	27740	1360
8N	K	chr5	4000001	4050000	0.3085536547433903	291	7936	25720	3380
K	Lesina	chr5	4000001	4050000	0.2262672811059908	291	5892	26040	3060
8N	K	chr5	4050001	4100000	0.2714512291831879	288	6846	25220	3580
8N	Lesina	chr5	4050001	4100000	0.2726017441860465	288	7502	27520	1280
K	Lesina	chr5	4050001	4100000	0.2384675527756059	288	6100	25580	3220
K	Lesina	chr5	4100001	4150000	0.2092409240924092	202	3804	18180	2020
8N	K	chr5	4100001	4150000	0.3079295154185022	202	5592	18160	2040
8N	Lesina	chr5	4100001	4150000	0.2969505783385909	202	5648	19020	1180
8N	K	chr5	4150001	4200000	0.2891472868217054	319	8206	28380	3520
8N	Lesina	chr5	4150001	4200000	0.2823215476984656	319	8464	29980	1920
K	Lesina	chr5	4150001	4200000	0.2277739009071877	319	6528	28660	3240
K	Lesina	chr5	4200001	4250000	0.243928035982009	442	9762	40020	4180
8N	K	chr5	4200001	4250000	0.305929648241206	442	12176	39800	4400
8N	Lesina	chr5	4200001	4250000	0.3071260028315243	442	13016	42380	1820
8N	Lesina	chr5	4250001	4300000	0.2903268551236749	477	13146	45280	2420
K	Lesina	chr5	4250001	4300000	0.2561918063314711	477	11006	42960	4740
8N	K	chr5	4250001	4300000	0.2925317050258337	477	12456	42580	5120
8N	K	chr5	4300001	4350000	0.2958951533135509	456	11966	40440	5160
8N	Lesina	chr5	4300001	4350000	0.3229302325581395	456	13886	43000	2600
K	Lesina	chr5	4300001	4350000	0.2727093596059113	456	11072	40600	5000
8N	K	chr5	4350001	4400000	0.2941123996431757	504	13188	44840	5560
8N	Lesina	chr5	4350001	4400000	0.2894604767879548	504	13842	47820	2580
K	Lesina	chr5	4350001	4400000	0.2219064276344556	504	10150	45740	4660
8N	K	chr5	4400001	4450000	0.2760223848471804	517	12824	46460	5240
8N	Lesina	chr5	4400001	4450000	0.2587268993839836	517	12600	48700	3000
K	Lesina	chr5	4400001	4450000	0.2237771161207996	517	10522	47020	4680
K	Lesina	chr5	4450001	4500000	0.2387817703768624	505	10898	45640	4860
8N	K	chr5	4450001	4500000	0.266097987751531	505	12166	45720	4780
8N	Lesina	chr5	4450001	4500000	0.2597920997920998	505	12496	48100	2400
K	Lesina	chr5	4500001	4550000	0.2183138173302107	477	9322	42700	5000
8N	Lesina	chr5	4500001	4550000	0.2564102564102564	477	11600	45240	2460
8N	K	chr5	4500001	4550000	0.2607714016933208	477	11088	42520	5180
8N	K	chr5	4550001	4600000	0.2599326599326599	400	9264	35640	4360
8N	Lesina	chr5	4550001	4600000	0.240590405904059	400	9128	37940	2060
K	Lesina	chr5	4550001	4600000	0.2237269166200335	400	7996	35740	4260
8N	K	chr5	4600001	4650000	0.2546642631816133	499	11302	44380	5520
8N	Lesina	chr5	4600001	4650000	0.2755964838844705	499	13168	47780	2120
K	Lesina	chr5	4600001	4650000	0.2435908887896382	499	10908	44780	5120
K	Lesina	chr5	4650001	4700000	0.2386699507389162	455	9690	40600	4900
8N	K	chr5	4650001	4700000	0.2462450592885375	455	9968	40480	5020
8N	Lesina	chr5	4650001	4700000	0.2368226030569708	455	10226	43180	2320
8N	Lesina	chr5	4700001	4750000	0.2383685800604229	563	12624	52960	3340
K	Lesina	chr5	4700001	4750000	0.2324228028503563	563	11742	50520	5780
8N	K	chr5	4700001	4750000	0.2692064745361232	563	13638	50660	5640
K	Lesina	chr5	4750001	4800000	0.2473797947055645	415	9158	37020	4480
8N	Lesina	chr5	4750001	4800000	0.2778516624040921	415	10864	39100	2400
8N	K	chr5	4750001	4800000	0.2831624392876417	415	10494	37060	4440
8N	K	chr5	4800001	4850000	0.2843636363636364	552	14076	49500	5700
8N	Lesina	chr5	4800001	4850000	0.2623565416985463	552	13716	52280	2920
K	Lesina	chr5	4800001	4850000	0.2694296265900697	552	13132	48740	6460
8N	K	chr5	4850001	4900000	0.2787284144427001	289	7102	25480	3420
8N	Lesina	chr5	4850001	4900000	0.2671522214129643	289	7336	27460	1440
K	Lesina	chr5	4850001	4900000	0.265414710485133	289	6784	25560	3340
8N	K	chr5	4900001	4950000	0.2639676113360324	223	5216	19760	2540
8N	Lesina	chr5	4900001	4950000	0.2494318181818181	223	5268	21120	1180
K	Lesina	chr5	4900001	4950000	0.2299697275479313	223	4558	19820	2480
8N	Lesina	chr5	4950001	5000000	0.2455904334828101	281	6572	26760	1340
K	Lesina	chr5	4950001	5000000	0.2313741064336775	281	5826	25180	2920
8N	K	chr5	4950001	5000000	0.2659777424483306	281	6692	25160	2940
8N	K	chr5	5000001	5050000	0.2999166666666666	269	7198	24000	2900
8N	Lesina	chr5	5000001	5050000	0.295027195027195	269	7594	25740	1160
K	Lesina	chr5	5000001	5050000	0.2602649006622516	269	6288	24160	2740
8N	K	chr5	5050001	5100000	0.2690048939641109	411	9894	36780	4320
8N	Lesina	chr5	5050001	5100000	0.2434426229508196	411	9504	39040	2060
K	Lesina	chr5	5050001	5100000	0.2468142548596112	411	9142	37040	4060
8N	K	chr5	5100001	5150000	0.2761337868480725	397	9742	35280	4420
8N	Lesina	chr5	5100001	5150000	0.2529411764705882	397	9460	37400	2300
K	Lesina	chr5	5100001	5150000	0.247943661971831	397	8802	35500	4200
K	Lesina	chr5	5150001	5200000	0.2591659426585578	512	11932	46040	5160
8N	K	chr5	5150001	5200000	0.2989574283231972	512	13764	46040	5160
8N	Lesina	chr5	5150001	5200000	0.270641447368421	512	13164	48640	2560
8N	Lesina	chr5	5200001	5250000	0.2767111853088481	508	13260	47920	2880
K	Lesina	chr5	5200001	5250000	0.2624184428012179	508	12066	45980	4820
8N	K	chr5	5200001	5250000	0.2768555116381203	508	12608	45540	5260
8N	K	chr5	5250001	5300000	0.2992660550458715	605	16310	54500	6000
8N	Lesina	chr5	5250001	5300000	0.3070738440303657	605	17798	57960	2540
K	Lesina	chr5	5250001	5300000	0.2787867647058824	605	15166	54400	6100
8N	K	chr5	5300001	5350000	0.2829361296472831	465	11872	41960	4540
8N	Lesina	chr5	5300001	5350000	0.2753623188405797	465	12160	44160	2340
K	Lesina	chr5	5300001	5350000	0.2335391923990498	465	9832	42100	4400
K	Lesina	chr5	5350001	5400000	0.2557671381936888	411	9402	36760	4340
8N	K	chr5	5350001	5400000	0.2975969415619879	411	10898	36620	4480
8N	Lesina	chr5	5350001	5400000	0.2832820512820513	411	11048	39000	2100
8N	K	chr5	5400001	5450000	0.2845044206607725	477	12228	42980	4720
K	Lesina	chr5	5400001	5450000	0.2785278949835912	477	11882	42660	5040
8N	Lesina	chr5	5400001	5450000	0.2715673289183223	477	12302	45300	2400
K	Lesina	chr5	5450001	5500000	0.2522453450164293	611	13818	54780	6320
8N	Lesina	chr5	5450001	5500000	0.2724914675767918	611	15968	58600	2500
8N	K	chr5	5450001	5500000	0.2660636758321273	611	14708	55280	5820
8N	K	chr5	5500001	5550000	0.284394250513347	217	5540	19480	2220
8N	Lesina	chr5	5500001	5550000	0.2927184466019417	217	6030	20600	1100
K	Lesina	chr5	5500001	5550000	0.2650857719475277	217	5254	19820	1880
8N	Lesina	chr5	5550001	5600000	0.2607456140350877	97	2378	9120	580
8N	K	chr5	5550001	5600000	0.257451923076923	97	2142	8320	1380
K	Lesina	chr5	5550001	5600000	0.2569739952718676	97	2174	8460	1240
K	Lesina	chr5	5600001	5650000	0.2218032786885246	268	5412	24400	2400
8N	K	chr5	5600001	5650000	0.284602510460251	268	6802	23900	2900
8N	Lesina	chr5	5600001	5650000	0.2724302788844621	268	6838	25100	1700
8N	Lesina	chr5	5650001	5700000	0.28468809073724	336	9036	31740	1860
K	Lesina	chr5	5650001	5700000	0.2645502645502645	336	8000	30240	3360
8N	K	chr5	5650001	5700000	0.3107928047968021	336	9330	30020	3580
K	Lesina	chr5	5700001	5750000	0.2461702127659574	416	9256	37600	4000
8N	Lesina	chr5	5700001	5750000	0.2563294356888663	416	10084	39340	2260
8N	K	chr5	5700001	5750000	0.2839698762775686	416	10558	37180	4420
8N	K	chr5	5750001	5800000	0.2737240075614366	470	11584	42320	4680
8N	Lesina	chr5	5750001	5800000	0.2669084315503173	470	11776	44120	2880
K	Lesina	chr5	5750001	5800000	0.2926330798479087	470	12314	42080	4920
8N	K	chr5	5800001	5850000	0.2841916167664671	373	9492	33400	3900
8N	Lesina	chr5	5800001	5850000	0.2789383561643835	373	9774	35040	2260
K	Lesina	chr5	5800001	5850000	0.2627728613569322	373	8908	33900	3400
8N	K	chr5	5850001	5900000	0.2695088044485635	242	5816	21580	2620
8N	Lesina	chr5	5850001	5900000	0.2520632133450395	242	5742	22780	1420
K	Lesina	chr5	5850001	5900000	0.2591407678244972	242	5670	21880	2320
K	Lesina	chr5	5900001	5950000	0.2696623634558093	449	10862	40280	4620
8N	K	chr5	5900001	5950000	0.2790443006470881	449	11212	40180	4720
8N	Lesina	chr5	5900001	5950000	0.254096834264432	449	10916	42960	1940
8N	K	chr5	5950001	6000000	0.3096836419753086	573	16054	51840	5460
8N	Lesina	chr5	5950001	6000000	0.2571691854036122	573	13954	54260	3040
K	Lesina	chr5	5950001	6000000	0.2837732919254658	573	14620	51520	5780
8N	Lesina	chr5	6000001	6050000	0.2514685946678717	469	11130	44260	2640
K	Lesina	chr5	6000001	6050000	0.2407950780880265	469	10176	42260	4640
8N	K	chr5	6000001	6050000	0.2716171617161716	469	11522	42420	4480
K	Lesina	chr5	6050001	6100000	0.2428781925343811	456	9890	40720	4880
