pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
8N	Lesina	chr5	5700001	5800000	0.2619218787443086	886	21860	83460	5140
8N	K	chr5	5700001	5800000	0.2785157232704403	886	22142	79500	9100
8N	K	chr5	5800001	5900000	0.2784285194616224	615	15308	54980	6520
8N	Lesina	chr5	5800001	5900000	0.2683500518851608	615	15516	57820	3680
K	Lesina	chr5	5800001	5900000	0.2613481534600215	615	14578	55780	5720
8N	K	chr5	5900001	6000000	0.2963051510541186	1022	27266	92020	10180
8N	Lesina	chr5	5900001	6000000	0.2558115614071178	1022	24870	97220	4980
K	Lesina	chr5	5900001	6000000	0.2775816993464052	1022	25482	91800	10400
8N	K	chr5	6000001	6100000	0.2679980865821574	925	22410	83620	8880
8N	Lesina	chr5	6000001	6100000	0.2555250514756348	925	22338	87420	5080
K	Lesina	chr5	6000001	6100000	0.2418173053747891	925	20066	82980	9520
8N	Lesina	chr5	6100001	6200000	0.2608017817371937	761	18736	71840	4260
K	Lesina	chr5	6100001	6200000	0.2357602339181286	761	16126	68400	7700
8N	K	chr5	6100001	6200000	0.2616350364963503	761	17922	68500	7600
8N	K	chr5	6200001	6300000	0.2607780052646973	764	17832	68380	8020
8N	Lesina	chr5	6200001	6300000	0.2428492392807745	764	17558	72300	4100
K	Lesina	chr5	6200001	6300000	0.2281505250875146	764	15642	68560	7840
8N	K	chr5	6300001	6400000	0.2819330855018587	600	15168	53800	6200
8N	Lesina	chr5	6300001	6400000	0.2712217514124294	600	15362	56640	3360
K	Lesina	chr5	6300001	6400000	0.2586567164179104	600	13864	53600	6400
8N	K	chr5	6400001	6500000	0.3116860715825787	521	14456	46380	5720
8N	Lesina	chr5	6400001	6500000	0.2907580056749088	521	14346	49340	2760
K	Lesina	chr5	6400001	6500000	0.282393456736978	521	13120	46460	5640
8N	K	chr5	6500001	6600000	0.2861451460885956	708	18216	63660	7140
8N	Lesina	chr5	6500001	6600000	0.2675845555222987	708	17880	66820	3980
K	Lesina	chr5	6500001	6600000	0.2649968494013862	708	16822	63480	7320
K	Lesina	chr5	6600001	6700000	0.2434767025089605	622	13586	55800	6400
8N	Lesina	chr5	6600001	6700000	0.2878549435511461	622	16828	58460	3740
8N	K	chr5	6600001	6700000	0.2980831826401446	622	16484	55300	6900
8N	K	chr5	6700001	6800000	0.2953044531960012	740	19496	66020	7980
8N	Lesina	chr5	6700001	6800000	0.2761134751773049	740	19466	70500	3500
K	Lesina	chr5	6700001	6800000	0.2845230953809238	740	18972	66680	7320
8N	K	chr5	6800001	6900000	0.2748380129589632	414	10180	37040	4360
8N	Lesina	chr5	6800001	6900000	0.2816973415132924	414	11020	39120	2280
K	Lesina	chr5	6800001	6900000	0.2833514689880305	414	10416	36760	4640
K	Lesina	chr5	6900001	7000000	0.2744363395225464	675	16554	60320	7180
8N	K	chr5	6900001	7000000	0.2829871414441147	675	17166	60660	6840
8N	Lesina	chr5	6900001	7000000	0.2654328732747804	675	16924	63760	3740
K	Lesina	chr5	7000001	7100000	0.2610412926391382	871	20356	77980	9120
8N	Lesina	chr5	7000001	7100000	0.248752446183953	871	20338	81760	5340
8N	K	chr5	7000001	7100000	0.265233977619532	871	20858	78640	8460
8N	K	chr5	7100001	7200000	0.2986233480176211	811	21692	72640	8460
8N	Lesina	chr5	7100001	7200000	0.2811688311688312	811	21650	77000	4100
K	Lesina	chr5	7100001	7200000	0.2574038723752386	811	18878	73340	7760
K	Lesina	chr5	7200001	7300000	0.2695703354914656	381	9160	33980	4120
8N	K	chr5	7200001	7300000	0.2999403341288782	381	10054	33520	4580
8N	Lesina	chr5	7200001	7300000	0.2960816777041942	381	10730	36240	1860
8N	Lesina	chr5	7300001	7400000	0.275453339230429	479	12456	45220	2680
K	Lesina	chr5	7300001	7400000	0.228920664206642	479	9926	43360	4540
8N	K	chr5	7300001	7400000	0.281547064305685	479	12084	42920	4980
8N	Lesina	chr5	7400001	7500000	0.2849571317225253	807	21936	76980	3720
K	Lesina	chr5	7400001	7500000	0.2545829892650701	807	18498	72660	8040
8N	K	chr5	7400001	7500000	0.2892490994735384	807	20878	72180	8520
8N	Lesina	chr5	7500001	7600000	0.3415951972555746	248	7966	23320	1480
K	Lesina	chr5	7500001	7600000	0.3134301270417423	248	6908	22040	2760
8N	K	chr5	7500001	7600000	0.3329981718464351	248	7286	21880	2920
K	Lesina	chr5	7600001	7700000	0.2581185567010309	507	12018	46560	4140
8N	K	chr5	7600001	7700000	0.2557565063961182	507	11596	45340	5360
8N	Lesina	chr5	7600001	7700000	0.2450085324232082	507	11486	46880	3820
8N	K	chr5	7700001	7800000	0.350943396226415	48	1488	4240	560
8N	Lesina	chr5	7700001	7800000	0.3062780269058296	48	1366	4460	340
K	Lesina	chr5	7700001	7800000	0.3595348837209302	48	1546	4300	500
8N	K	chr5	7800001	7900000	0.3797297297297297	17	562	1480	220
8N	Lesina	chr5	7800001	7900000	0.3268292682926829	17	536	1640	60
K	Lesina	chr5	7800001	7900000	0.3386666666666666	17	508	1500	200
8N	K	chr5	7900001	8000000	0.3854304635761589	35	1164	3020	480
8N	Lesina	chr5	7900001	8000000	0.3621951219512195	35	1188	3280	220
K	Lesina	chr5	7900001	8000000	0.3597402597402597	35	1108	3080	420
8N	Lesina	chr5	8000001	8100000	0.3067851373182552	134	3798	12380	1020
K	Lesina	chr5	8000001	8100000	0.3050420168067227	134	3630	11900	1500
8N	K	chr5	8000001	8100000	0.3160958904109589	134	3692	11680	1720
8N	K	chr5	8100001	8200000	0.3023578363384188	163	4360	14420	1880
8N	Lesina	chr5	8100001	8200000	0.2921465968586387	163	4464	15280	1020
K	Lesina	chr5	8100001	8200000	0.2865951742627345	163	4276	14920	1380
8N	K	chr5	8200001	8300000	0.2893034825870647	184	4652	16080	2320
8N	Lesina	chr5	8200001	8300000	0.2723820483314154	184	4734	17380	1020
K	Lesina	chr5	8200001	8300000	0.2747868453105968	184	4512	16420	1980
8N	K	chr5	8300001	8400000	0.3046875	30	780	2560	440
8N	Lesina	chr5	8300001	8400000	0.3181818181818182	30	910	2860	140
K	Lesina	chr5	8300001	8400000	0.283206106870229	30	742	2620	380
K	Lesina	chr5	8400001	8500000	0.3321100917431193	25	724	2180	320
8N	K	chr5	8400001	8500000	0.3377358490566037	25	716	2120	380
8N	Lesina	chr5	8400001	8500000	0.3091666666666666	25	742	2400	100
8N	Lesina	chr5	8500001	8600000	0.3223880597014925	42	1296	4020	180
K	Lesina	chr5	8500001	8600000	0.3	42	1134	3780	420
8N	K	chr5	8500001	8600000	0.3379120879120879	42	1230	3640	560
8N	K	chr5	8600001	8700000	0.2791255289139633	635	15832	56720	6780
8N	Lesina	chr5	8600001	8700000	0.2835392320534223	635	16984	59900	3600
K	Lesina	chr5	8600001	8700000	0.2592425295343989	635	14922	57560	5940
8N	K	chr5	8700001	8800000	0.3196969696969697	389	10972	34320	4580
8N	Lesina	chr5	8700001	8800000	0.3157119476268412	389	11574	36660	2240
K	Lesina	chr5	8700001	8800000	0.2929057888762769	389	10322	35240	3660
8N	K	chr5	8800001	8900000	0.3212710765239948	176	4954	15420	2180
8N	Lesina	chr5	8800001	8900000	0.3063245823389021	176	5134	16760	840
K	Lesina	chr5	8800001	8900000	0.2831847133757962	176	4446	15700	1900
K	Lesina	chr5	8900001	9000000	0.2578018223234624	388	9054	35120	3680
8N	K	chr5	8900001	9000000	0.2825406032482598	388	9742	34480	4320
8N	Lesina	chr5	8900001	9000000	0.2833516483516483	388	10314	36400	2400
K	Lesina	chr5	9000001	9100000	0.3195555555555555	51	1438	4500	600
8N	Lesina	chr5	9000001	9100000	0.3482905982905983	51	1630	4680	420
8N	K	chr5	9000001	9100000	0.349537037037037	51	1510	4320	780
8N	K	chr5	9100001	9200000	0.3028061224489796	607	16618	54880	5820
8N	Lesina	chr5	9100001	9200000	0.2883761276891048	607	16622	57640	3060
K	Lesina	chr5	9100001	9200000	0.2851730418943534	607	15656	54900	5800
8N	K	chr5	9200001	9300000	0.2865761430044689	1293	33346	116360	12940
8N	Lesina	chr5	9200001	9300000	0.2783354922279792	1293	34380	123520	5780
K	Lesina	chr5	9200001	9300000	0.2627999309511479	1293	30448	115860	13440
K	Lesina	chr5	9300001	9400000	0.2512162833029952	1335	30362	120860	12640
8N	K	chr5	9300001	9400000	0.292106135986733	1335	35228	120600	12900
8N	Lesina	chr5	9300001	9400000	0.2957192319798552	1335	37580	127080	6420
8N	Lesina	chr5	9400001	9500000	0.2762834417932032	877	22926	82980	4720
K	Lesina	chr5	9400001	9500000	0.223858764186633	877	17752	79300	8400
8N	K	chr5	9400001	9500000	0.2815462610899873	877	22214	78900	8800
K	Lesina	chr5	9500001	9600000	0.250695424309615	1100	24874	99220	10780
8N	Lesina	chr5	9500001	9600000	0.2633767727098505	1100	27486	104360	5640
8N	K	chr5	9500001	9600000	0.2742110552763819	1100	27284	99500	10500
8N	K	chr5	9600001	9700000	0.3025447848652268	1320	36142	119460	12540
8N	Lesina	chr5	9600001	9700000	0.2963074964189082	1320	37234	125660	6340
K	Lesina	chr5	9600001	9700000	0.2355782085561497	1320	28194	119680	12320
8N	K	chr5	9700001	9800000	0.2890915119363395	680	17438	60320	7680
8N	Lesina	chr5	9700001	9800000	0.2683651140981556	680	17170	63980	4020
K	Lesina	chr5	9700001	9800000	0.2612003935716628	680	15928	60980	7020
8N	K	chr5	9800001	9900000	0.2902545138133565	1020	26686	91940	10060
8N	Lesina	chr5	9800001	9900000	0.2765143684101716	1020	26750	96740	5260
K	Lesina	chr5	9800001	9900000	0.2481328701693443	1020	22858	92120	9880
K	Lesina	chr5	9900001	10000000	0.268113739960929	1022	24704	92140	10060
8N	Lesina	chr5	9900001	10000000	0.2659862528639867	1022	25540	96020	6180
8N	K	chr5	9900001	10000000	0.2855643044619422	1022	26112	91440	10760
K	Lesina	chr5	10000001	10100000	0.2546252743806836	702	16240	63780	6420
8N	Lesina	chr5	10000001	10100000	0.2862454655380895	702	18938	66160	4040
8N	K	chr5	10000001	10100000	0.2973541600255021	702	18656	62740	7460
8N	K	chr5	10100001	10200000	0.2777104220097925	962	23822	85780	10420
8N	Lesina	chr5	10100001	10200000	0.2565734419731337	962	23302	90820	5380
K	Lesina	chr5	10100001	10200000	0.2204222120238641	962	19212	87160	9040
8N	K	chr5	10200001	10300000	0.2961808422791082	1079	28694	96880	11020
8N	Lesina	chr5	10200001	10300000	0.2921207369658957	1079	29808	102040	5860
K	Lesina	chr5	10200001	10300000	0.2619233135124051	1079	25548	97540	10360
8N	K	chr5	10300001	10400000	0.2885183621781342	1053	27340	94760	10540
8N	Lesina	chr5	10300001	10400000	0.2890665600639616	1053	28924	100060	5240
K	Lesina	chr5	10300001	10400000	0.235252868678283	1053	22142	94120	11180
8N	Lesina	chr5	10400001	10500000	0.2683233788395904	990	25158	93760	5240
K	Lesina	chr5	10400001	10500000	0.2031459170013387	990	18210	89640	9360
8N	K	chr5	10400001	10500000	0.2704113924050633	990	23926	88480	10520
8N	K	chr5	10500001	10600000	0.3061258835408953	669	18190	59420	7480
8N	Lesina	chr5	10500001	10600000	0.3250079239302694	669	20508	63100	3800
K	Lesina	chr5	10500001	10600000	0.2592294807370184	669	15476	59700	7200
8N	K	chr5	10600001	10700000	0.2836175942549371	501	12638	44560	5540
8N	Lesina	chr5	10600001	10700000	0.2759729272419627	501	13048	47280	2820
K	Lesina	chr5	10600001	10700000	0.2412051395657953	501	10888	45140	4960
8N	K	chr5	10700001	10800000	0.3261844116148752	883	25612	78520	9780
8N	Lesina	chr5	10700001	10800000	0.3293260038240918	883	27558	83680	4620
K	Lesina	chr5	10700001	10800000	0.2507195152739207	883	19862	79220	9080
K	Lesina	chr5	10800001	10900000	0.2314399601395117	893	18580	80280	9020
8N	K	chr5	10800001	10900000	0.2826294620412267	893	22486	79560	9740
8N	Lesina	chr5	10800001	10900000	0.2864551266871892	893	24194	84460	4840
K	Lesina	chr5	10900001	11000000	0.244069640914037	1017	22430	91900	9800
8N	Lesina	chr5	10900001	11000000	0.3155523255813953	1017	30394	96320	5380
8N	K	chr5	10900001	11000000	0.3163516483516483	1017	28788	91000	10700
8N	K	chr5	11000001	11100000	0.2729015764806135	1035	25620	93880	9620
8N	Lesina	chr5	11000001	11100000	0.2558775510204081	1035	25076	98000	5500
K	Lesina	chr5	11000001	11100000	0.2300407987975091	1035	21426	93140	10360
8N	K	chr5	11100001	11200000	0.2951178451178451	1052	28048	95040	10160
8N	Lesina	chr5	11100001	11200000	0.3136945221911235	1052	31382	100040	5160
K	Lesina	chr5	11100001	11200000	0.254184188393608	1052	24178	95120	10080
K	Lesina	chr5	11200001	11300000	0.2345706090771047	1315	27806	118540	12960
8N	K	chr5	11200001	11300000	0.287396798652064	1315	34114	118700	12800
8N	Lesina	chr5	11200001	11300000	0.3181439333226478	1315	39698	124780	6720
8N	Lesina	chr5	11300001	11400000	0.3120641384576228	824	24522	78580	3820
K	Lesina	chr5	11300001	11400000	0.250136462882096	824	18330	73280	9120
8N	K	chr5	11300001	11400000	0.3074748572981788	824	22624	73580	8820
K	Lesina	chr5	11400001	11500000	0.1975679228746713	1018	18034	91280	10520
8N	Lesina	chr5	11400001	11500000	0.2630910951893552	1018	25704	97700	4100
8N	K	chr5	11400001	11500000	0.2706023048488802	1018	24890	91980	9820
8N	K	chr5	11500001	11600000	0.2710349179638199	1050	25770	95080	9920
8N	Lesina	chr5	11500001	11600000	0.2659	1050	26590	100000	5000
K	Lesina	chr5	11500001	11600000	0.2589067116926973	1050	24534	94760	10240
8N	K	chr5	11600001	11700000	0.2937732572562639	899	23684	80620	9280
8N	Lesina	chr5	11600001	11700000	0.3092941998602376	899	26556	85860	4040
K	Lesina	chr5	11600001	11700000	0.2688073394495412	899	21682	80660	9240
8N	K	chr5	11700001	11800000	0.2730397727272727	779	19222	70400	7500
8N	Lesina	chr5	11700001	11800000	0.2243863393810032	779	16820	74960	2940
K	Lesina	chr5	11700001	11800000	0.259395494724836	779	18194	70140	7760
8N	Lesina	chr5	11800001	11900000	0.2488030888030888	815	19332	77700	3800
K	Lesina	chr5	11800001	11900000	0.2764642082429501	815	20392	73760	7740
8N	K	chr5	11800001	11900000	0.2802123026673925	815	20590	73480	8020
8N	K	chr5	11900001	12000000	0.3077163712200209	850	23608	76720	8280
8N	Lesina	chr5	11900001	12000000	0.3115942028985507	850	25370	81420	3580
K	Lesina	chr5	11900001	12000000	0.2561312158292111	850	19676	76820	8180
8N	K	chr5	12000001	12100000	0.3016428068528514	939	25706	85220	8680
