pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
K	Lesina	chr5	120001	130000	0.3736170212765957	53	1756	4700	600
8N	K	chr5	120001	130000	0.4367768595041322	53	2114	4840	460
8N	K	chr5	130001	140000	0.4345132743362832	51	1964	4520	580
8N	Lesina	chr5	130001	140000	0.5477366255144033	51	2662	4860	240
K	Lesina	chr5	130001	140000	0.3871794871794872	51	1812	4680	420
8N	K	chr5	140001	150000	0.4593103448275862	31	1332	2900	200
8N	Lesina	chr5	140001	150000	0.6602836879432624	31	1862	2820	280
K	Lesina	chr5	140001	150000	0.444055944055944	31	1270	2860	240
8N	K	chr5	150001	160000	0.4908163265306122	22	962	1960	240
8N	Lesina	chr5	150001	160000	0.6244897959183674	22	1224	1960	240
K	Lesina	chr5	150001	160000	0.4235849056603774	22	898	2120	80
K	Lesina	chr5	160001	170000	0.3584158415841584	22	724	2020	180
8N	K	chr5	160001	170000	0.4693069306930693	22	948	2020	180
8N	Lesina	chr5	160001	170000	0.5313725490196078	22	1084	2040	160
8N	Lesina	chr5	170001	180000	0.6052631578947368	16	920	1520	80
K	Lesina	chr5	170001	180000	0.4534246575342466	16	662	1460	140
8N	K	chr5	170001	180000	0.4657534246575342	16	680	1460	140
8N	K	chr5	180001	190000	0.2911111111111111	10	262	900	100
8N	Lesina	chr5	180001	190000	0.8020833333333334	10	770	960	40
K	Lesina	chr5	180001	190000	0.6244444444444445	10	562	900	100
8N	K	chr5	190001	200000	0.35	20	602	1720	280
8N	Lesina	chr5	190001	200000	0.8071428571428572	20	1582	1960	40
K	Lesina	chr5	190001	200000	0.5352272727272728	20	942	1760	240
8N	K	chr5	200001	210000	0.2609756097560975	28	642	2460	340
8N	Lesina	chr5	200001	210000	0.781060606060606	28	2062	2640	160
K	Lesina	chr5	200001	210000	0.6056	28	1514	2500	300
8N	Lesina	chr5	210001	220000	0.7688524590163934	26	1876	2440	160
K	Lesina	chr5	210001	220000	0.6198347107438017	26	1500	2420	180
8N	K	chr5	210001	220000	0.2556521739130434	26	588	2300	300
8N	K	chr5	220001	230000	0.35390625	29	906	2560	340
8N	Lesina	chr5	220001	230000	0.5656934306569343	29	1550	2740	160
K	Lesina	chr5	220001	230000	0.4164179104477612	29	1116	2680	220
8N	K	chr5	230001	240000	0.3246153846153846	15	422	1300	200
8N	Lesina	chr5	230001	240000	0.8072463768115942	15	1114	1380	120
K	Lesina	chr5	230001	240000	0.5869565217391305	15	810	1380	120
8N	K	chr5	240001	250000	0.2921052631578947	34	888	3040	360
8N	Lesina	chr5	240001	250000	0.8503067484662576	34	2772	3260	140
K	Lesina	chr5	240001	250000	0.6543046357615894	34	1976	3020	380
K	Lesina	chr5	250001	260000	0.5854700854700855	26	1370	2340	260
8N	K	chr5	250001	260000	0.3434782608695652	26	790	2300	300
8N	Lesina	chr5	250001	260000	0.8492063492063492	26	2140	2520	80
K	Lesina	chr5	260001	270000	0.4739130434782608	20	872	1840	160
8N	Lesina	chr5	260001	270000	0.5896907216494846	20	1144	1940	60
8N	K	chr5	260001	270000	0.3186813186813186	20	580	1820	180
8N	K	chr5	270001	280000	0.318	22	636	2000	200
8N	Lesina	chr5	270001	280000	0.5207547169811321	22	1104	2120	80
K	Lesina	chr5	270001	280000	0.396	22	792	2000	200
8N	K	chr5	280001	290000	0.3220543806646526	74	2132	6620	780
8N	Lesina	chr5	280001	290000	0.6901129943502825	74	4886	7080	320
K	Lesina	chr5	280001	290000	0.4698507462686567	74	3148	6700	700
K	Lesina	chr5	290001	300000	0.4598639455782313	32	1352	2940	260
8N	K	chr5	290001	300000	0.3194444444444444	32	920	2880	320
8N	Lesina	chr5	290001	300000	0.7060402684563758	32	2104	2980	220
K	Lesina	chr5	300001	310000	0.521594684385382	66	3140	6020	580
8N	Lesina	chr5	300001	310000	0.7072784810126582	66	4470	6320	280
8N	K	chr5	300001	310000	0.3240549828178694	66	1886	5820	780
K	Lesina	chr5	310001	320000	0.3982352941176471	37	1354	3400	300
8N	Lesina	chr5	310001	320000	0.6329479768786127	37	2190	3460	240
8N	K	chr5	310001	320000	0.3120481927710843	37	1036	3320	380
K	Lesina	chr5	320001	330000	0.4019354838709677	34	1246	3100	300
8N	Lesina	chr5	320001	330000	0.603030303030303	34	1990	3300	100
8N	K	chr5	320001	330000	0.3198717948717948	34	998	3120	280
K	Lesina	chr5	330001	340000	0.3641666666666667	27	874	2400	300
8N	Lesina	chr5	330001	340000	0.5366412213740458	27	1406	2620	80
8N	K	chr5	330001	340000	0.3434426229508197	27	838	2440	260
K	Lesina	chr5	340001	350000	0.4319148936170213	31	1218	2820	280
8N	Lesina	chr5	340001	350000	0.6902097902097902	31	1974	2860	240
8N	K	chr5	340001	350000	0.3706766917293233	31	986	2660	440
K	Lesina	chr5	350001	360000	0.3521531100478469	44	1472	4180	220
8N	Lesina	chr5	350001	360000	0.561244019138756	44	2346	4180	220
8N	K	chr5	350001	360000	0.3945544554455445	44	1594	4040	360
K	Lesina	chr5	360001	370000	0.4589887640449438	39	1634	3560	340
8N	Lesina	chr5	360001	370000	0.7725806451612903	39	2874	3720	180
8N	K	chr5	360001	370000	0.3830508474576271	39	1356	3540	360
K	Lesina	chr5	370001	380000	0.46015625	29	1178	2560	340
8N	Lesina	chr5	370001	380000	0.8485915492957746	29	2410	2840	60
8N	K	chr5	370001	380000	0.431496062992126	29	1096	2540	360
K	Lesina	chr5	380001	390000	0.4031446540880503	35	1282	3180	320
8N	Lesina	chr5	380001	390000	0.6319277108433735	35	2098	3320	180
8N	K	chr5	380001	390000	0.341875	35	1094	3200	300
8N	Lesina	chr5	390001	400000	0.6538116591928251	47	2916	4460	240
K	Lesina	chr5	390001	400000	0.404524886877828	47	1788	4420	280
8N	K	chr5	390001	400000	0.4004739336492891	47	1690	4220	480
8N	Lesina	chr5	400001	410000	0.6292207792207792	32	1938	3080	120
8N	K	chr5	400001	410000	0.3057142857142857	32	856	2800	400
K	Lesina	chr5	400001	410000	0.4464285714285714	32	1250	2800	400
8N	K	chr5	410001	420000	0.3933823529411764	30	1070	2720	280
K	Lesina	chr5	410001	420000	0.5007194244604316	30	1392	2780	220
8N	Lesina	chr5	410001	420000	0.7696551724137931	30	2232	2900	100
K	Lesina	chr5	420001	430000	0.4569620253164557	34	1444	3160	240
8N	Lesina	chr5	420001	430000	0.6527272727272727	34	2154	3300	100
8N	K	chr5	420001	430000	0.3935483870967742	34	1220	3100	300
K	Lesina	chr5	430001	440000	0.3487179487179487	17	544	1560	140
8N	Lesina	chr5	430001	440000	0.4634146341463415	17	760	1640	60
8N	K	chr5	430001	440000	0.3826666666666666	17	574	1500	200
K	Lesina	chr5	440001	450000	0.2936170212765957	11	276	940	160
8N	Lesina	chr5	440001	450000	0.4588235294117647	11	468	1020	80
8N	K	chr5	440001	450000	0.2938775510204082	11	288	980	120
K	Lesina	chr5	450001	460000	0.3311688311688311	17	510	1540	160
8N	K	chr5	450001	460000	0.2842105263157894	17	432	1520	180
8N	Lesina	chr5	450001	460000	0.37125	17	594	1600	100
8N	Lesina	chr5	460001	470000	0.3470588235294117	18	590	1700	100
K	Lesina	chr5	460001	470000	0.3289156626506024	18	546	1660	140
8N	K	chr5	460001	470000	0.1511904761904761	18	254	1680	120
K	Lesina	chr5	470001	480000	0.363	22	726	2000	200
8N	Lesina	chr5	470001	480000	0.4762376237623762	22	962	2020	180
8N	K	chr5	470001	480000	0.331578947368421	22	630	1900	300
K	Lesina	chr5	480001	490000	0.3922480620155039	29	1012	2580	320
8N	Lesina	chr5	480001	490000	0.4870503597122302	29	1354	2780	120
8N	K	chr5	480001	490000	0.3519685039370078	29	894	2540	360
8N	Lesina	chr5	490001	500000	0.5144	26	1286	2500	100
8N	K	chr5	490001	500000	0.2593220338983051	26	612	2360	240
K	Lesina	chr5	490001	500000	0.4024793388429752	26	974	2420	180
K	Lesina	chr5	500001	510000	0.5566929133858268	29	1414	2540	360
8N	Lesina	chr5	500001	510000	0.6514285714285715	29	1824	2800	100
8N	K	chr5	500001	510000	0.2295454545454545	29	606	2640	260
8N	K	chr5	510001	520000	0.252863436123348	52	1148	4540	660
8N	Lesina	chr5	510001	520000	0.6365145228215767	52	3068	4820	380
K	Lesina	chr5	510001	520000	0.4659663865546218	52	2218	4760	440
8N	K	chr5	520001	530000	0.2827272727272727	26	622	2200	400
8N	Lesina	chr5	520001	530000	0.4646551724137931	26	1078	2320	280
K	Lesina	chr5	520001	530000	0.4189655172413793	26	972	2320	280
8N	K	chr5	530001	540000	0.3921787709497206	38	1404	3580	220
8N	Lesina	chr5	530001	540000	0.4761363636363636	38	1676	3520	280
K	Lesina	chr5	530001	540000	0.460233918128655	38	1574	3420	380
K	Lesina	chr5	540001	550000	0.3726851851851852	47	1610	4320	380
8N	K	chr5	540001	550000	0.4047169811320755	47	1716	4240	460
8N	Lesina	chr5	540001	550000	0.6168949771689498	47	2702	4380	320
8N	K	chr5	550001	560000	0.4047619047619047	38	1360	3360	440
8N	Lesina	chr5	550001	560000	0.7807692307692308	38	2842	3640	160
K	Lesina	chr5	550001	560000	0.4633720930232558	38	1594	3440	360
8N	K	chr5	560001	570000	0.3553672316384181	38	1258	3540	260
8N	Lesina	chr5	560001	570000	0.5382513661202186	38	1970	3660	140
K	Lesina	chr5	560001	570000	0.3305555555555555	38	1190	3600	200
8N	K	chr5	570001	580000	0.3251396648044692	41	1164	3580	520
8N	Lesina	chr5	570001	580000	0.600531914893617	41	2258	3760	340
K	Lesina	chr5	570001	580000	0.4306451612903226	41	1602	3720	380
8N	Lesina	chr5	580001	590000	0.6903225806451613	39	2568	3720	180
K	Lesina	chr5	580001	590000	0.4594444444444444	39	1654	3600	300
8N	K	chr5	580001	590000	0.3129943502824859	39	1108	3540	360
8N	K	chr5	590001	600000	0.3064425770308123	80	2188	7140	860
8N	Lesina	chr5	590001	600000	0.7304232804232804	80	5522	7560	440
K	Lesina	chr5	590001	600000	0.5027548209366391	80	3650	7260	740
8N	K	chr5	600001	610000	0.3394366197183098	32	964	2840	360
8N	Lesina	chr5	600001	610000	0.6291390728476821	32	1900	3020	180
K	Lesina	chr5	600001	610000	0.4531034482758621	32	1314	2900	300
8N	K	chr5	610001	620000	0.2937037037037037	61	1586	5400	700
8N	Lesina	chr5	610001	620000	0.5722972972972973	61	3388	5920	180
K	Lesina	chr5	610001	620000	0.3882783882783883	61	2120	5460	640
K	Lesina	chr5	620001	630000	0.4398176291793313	73	2894	6580	720
8N	K	chr5	620001	630000	0.3496932515337423	73	2280	6520	780
8N	Lesina	chr5	620001	630000	0.6904624277456647	73	4778	6920	380
K	Lesina	chr5	630001	640000	0.3983539094650206	54	1936	4860	540
8N	K	chr5	630001	640000	0.4254098360655737	54	2076	4880	520
8N	Lesina	chr5	630001	640000	0.5610441767068273	54	2794	4980	420
8N	K	chr5	640001	650000	0.3119148936170213	53	1466	4700	600
8N	Lesina	chr5	640001	650000	0.59375	53	3040	5120	180
K	Lesina	chr5	640001	650000	0.4025862068965517	53	1868	4640	660
8N	K	chr5	650001	660000	0.262251655629139	35	792	3020	480
8N	Lesina	chr5	650001	660000	0.5203592814371257	35	1738	3340	160
K	Lesina	chr5	650001	660000	0.4089171974522293	35	1284	3140	360
K	Lesina	chr5	660001	670000	0.4585271317829457	56	2366	5160	440
8N	Lesina	chr5	660001	670000	0.5082706766917293	56	2704	5320	280
8N	K	chr5	660001	670000	0.2991935483870968	56	1484	4960	640
8N	K	chr5	670001	680000	0.3477551020408163	54	1704	4900	500
8N	Lesina	chr5	670001	680000	0.5381322957198443	54	2766	5140	260
K	Lesina	chr5	670001	680000	0.3564516129032258	54	1768	4960	440
8N	K	chr5	680001	690000	0.3718309859154929	31	1056	2840	260
8N	Lesina	chr5	680001	690000	0.596551724137931	31	1730	2900	200
K	Lesina	chr5	680001	690000	0.3592857142857142	31	1006	2800	300
8N	Lesina	chr5	690001	700000	0.7058227848101266	83	5576	7900	400
K	Lesina	chr5	690001	700000	0.4582901554404145	83	3538	7720	580
8N	K	chr5	690001	700000	0.352139037433155	83	2634	7480	820
8N	K	chr5	700001	710000	0.356160458452722	78	2486	6980	820
8N	Lesina	chr5	700001	710000	0.731043956043956	78	5322	7280	520
K	Lesina	chr5	700001	710000	0.4761772853185596	78	3438	7220	580
8N	K	chr5	710001	720000	0.3423728813559322	41	1212	3540	560
8N	Lesina	chr5	710001	720000	0.6974226804123711	41	2706	3880	220
K	Lesina	chr5	710001	720000	0.4263440860215053	41	1586	3720	380
K	Lesina	chr5	720001	730000	0.3042016806722689	26	724	2380	220
8N	Lesina	chr5	720001	730000	0.4063492063492063	26	1024	2520	80
8N	K	chr5	720001	730000	0.2565217391304348	26	590	2300	300
8N	K	chr5	730001	740000	0.3627450980392157	56	1850	5100	500
8N	Lesina	chr5	730001	740000	0.4107806691449814	56	2210	5380	220
K	Lesina	chr5	730001	740000	0.2442307692307692	56	1270	5200	400
8N	K	chr5	740001	750000	0.4220735785953177	68	2524	5980	820
8N	Lesina	chr5	740001	750000	0.5890965732087228	68	3782	6420	380
K	Lesina	chr5	740001	750000	0.2897435897435897	68	1808	6240	560
8N	Lesina	chr5	750001	760000	0.7759643916913946	71	5230	6740	360
K	Lesina	chr5	750001	760000	0.4156441717791411	71	2710	6520	580
8N	K	chr5	750001	760000	0.4708588957055215	71	3070	6520	580
K	Lesina	chr5	760001	770000	0.3051502145922747	51	1422	4660	440
8N	Lesina	chr5	760001	770000	0.4358870967741935	51	2162	4960	140
8N	K	chr5	760001	770000	0.4130434782608695	51	1900	4600	500
8N	K	chr5	770001	780000	0.4502793296089385	80	3224	7160	840
8N	Lesina	chr5	770001	780000	0.4834645669291338	80	3684	7620	380
K	Lesina	chr5	770001	780000	0.2544959128065395	80	1868	7340	660
8N	K	chr5	780001	790000	0.4007547169811321	59	2124	5300	600
8N	Lesina	chr5	780001	790000	0.4710247349823321	59	2666	5660	240
K	Lesina	chr5	780001	790000	0.221455938697318	59	1156	5220	680
K	Lesina	chr5	790001	800000	0.0692660550458715	95	604	8720	780
8N	Lesina	chr5	790001	800000	0.4292576419213973	95	3932	9160	340
8N	K	chr5	790001	800000	0.4237986270022883	95	3704	8740	760
8N	K	chr5	800001	810000	0.3995037220843672	90	3220	8060	940
8N	Lesina	chr5	800001	810000	0.402073732718894	90	3490	8680	320
K	Lesina	chr5	800001	810000	0.0970802919708029	90	798	8220	780
8N	K	chr5	810001	820000	0.3893238434163701	62	2188	5620	580
8N	Lesina	chr5	810001	820000	0.3760797342192691	62	2264	6020	180
K	Lesina	chr5	810001	820000	0.13	62	728	5600	600
8N	Lesina	chr5	820001	830000	0.3831955922865013	76	2782	7260	340
K	Lesina	chr5	820001	830000	0.0839181286549707	76	574	6840	760
8N	K	chr5	820001	830000	0.3844776119402985	76	2576	6700	900
8N	K	chr5	830001	840000	0.5460396039603961	44	2206	4040	360
8N	Lesina	chr5	830001	840000	0.5507177033492823	44	2302	4180	220
K	Lesina	chr5	830001	840000	0.0980487804878048	44	402	4100	300
8N	K	chr5	840001	850000	0.5735294117647058	59	3120	5440	460
8N	Lesina	chr5	840001	850000	0.5901098901098901	59	3222	5460	440
K	Lesina	chr5	840001	850000	0.0887681159420289	59	490	5520	380
K	Lesina	chr5	850001	860000	0.0858672376873661	102	802	9340	860
8N	Lesina	chr5	850001	860000	0.5240816326530612	102	5136	9800	400
8N	K	chr5	850001	860000	0.5280777537796977	102	4890	9260	940
8N	K	chr5	860001	870000	0.4851973684210526	66	2950	6080	520
8N	Lesina	chr5	860001	870000	0.5044164037854889	66	3198	6340	260
K	Lesina	chr5	860001	870000	0.1405144694533762	66	874	6220	380
8N	K	chr5	870001	880000	0.6027548209366391	81	4376	7260	840
8N	Lesina	chr5	870001	880000	0.6432717678100264	81	4876	7580	520
K	Lesina	chr5	870001	880000	0.1129973474801061	81	852	7540	560
8N	Lesina	chr5	880001	890000	0.4812785388127854	47	2108	4380	320
K	Lesina	chr5	880001	890000	0.1509009009009009	47	670	4440	260
8N	K	chr5	880001	890000	0.4626168224299065	47	1980	4280	420
8N	Lesina	chr5	890001	900000	0.3536679536679536	54	1832	5180	220
K	Lesina	chr5	890001	900000	0.1282868525896414	54	644	5020	380
8N	K	chr5	890001	900000	0.358130081300813	54	1762	4920	480
K	Lesina	chr5	900001	910000	0.0790697674418604	46	340	4300	300
8N	K	chr5	900001	910000	0.4858490566037736	46	2060	4240	360
8N	Lesina	chr5	900001	910000	0.495260663507109	46	2090	4220	380
8N	K	chr5	910001	920000	0.4408637873754152	65	2654	6020	480
8N	Lesina	chr5	910001	920000	0.4835483870967741	65	2998	6200	300
K	Lesina	chr5	910001	920000	0.1353333333333333	65	812	6000	500
8N	K	chr5	920001	930000	0.4067741935483871	66	2522	6200	400
8N	Lesina	chr5	920001	930000	0.4551612903225806	66	2822	6200	400
K	Lesina	chr5	920001	930000	0.1575657894736842	66	958	6080	520
8N	K	chr5	930001	940000	0.457741935483871	69	2838	6200	700
8N	Lesina	chr5	930001	940000	0.4915915915915916	69	3274	6660	240
K	Lesina	chr5	930001	940000	0.2044025157232704	69	1300	6360	540
8N	K	chr5	940001	950000	0.3848101265822785	53	1824	4740	560
8N	Lesina	chr5	940001	950000	0.4310756972111553	53	2164	5020	280
K	Lesina	chr5	940001	950000	0.1465306122448979	53	718	4900	400
8N	Lesina	chr5	950001	960000	0.4142405063291139	65	2618	6320	180
K	Lesina	chr5	950001	960000	0.1673539518900343	65	974	5820	680
8N	K	chr5	950001	960000	0.3887755102040816	65	2286	5880	620
8N	K	chr5	960001	970000	0.3795138888888889	66	2186	5760	840
8N	Lesina	chr5	960001	970000	0.3941935483870967	66	2444	6200	400
K	Lesina	chr5	960001	970000	0.151	66	906	6000	600
8N	K	chr5	970001	980000	0.4138823529411765	95	3518	8500	1000
8N	Lesina	chr5	970001	980000	0.4512141280353201	95	4088	9060	440
K	Lesina	chr5	970001	980000	0.1310904872389791	95	1130	8620	880
8N	Lesina	chr5	980001	990000	0.4496332518337408	87	3678	8180	520
8N	K	chr5	980001	990000	0.4015424164524421	87	3124	7780	920
K	Lesina	chr5	980001	990000	0.1620947630922693	87	1300	8020	680
8N	K	chr5	990001	1000000	0.3548701298701299	67	2186	6160	540
8N	Lesina	chr5	990001	1000000	0.3990595611285266	67	2546	6380	320
K	Lesina	chr5	990001	1000000	0.1251655629139073	67	756	6040	660
8N	Lesina	chr5	1000001	1010000	0.4193308550185873	57	2256	5380	320
K	Lesina	chr5	1000001	1010000	0.135820895522388	57	728	5360	340
8N	K	chr5	1000001	1010000	0.365530303030303	57	1930	5280	420
8N	Lesina	chr5	1010001	1020000	0.3333333333333333	5	160	480	20
K	Lesina	chr5	1010001	1020000	0.23	5	92	400	100
8N	K	chr5	1010001	1020000	0.3428571428571428	5	144	420	80
8N	K	chr5	1020001	1030000	0.4076923076923077	9	318	780	120
8N	Lesina	chr5	1020001	1030000	0.5357142857142857	9	450	840	60
K	Lesina	chr5	1020001	1030000	0.1952380952380952	9	164	840	60
8N	K	chr5	1030001	1040000	0.4461206896551724	52	2070	4640	560
8N	Lesina	chr5	1030001	1040000	0.4930327868852459	52	2406	4880	320
K	Lesina	chr5	1030001	1040000	0.1450819672131147	52	708	4880	320
K	Lesina	chr5	1040001	1050000	0.2198675496688741	65	1328	6040	460
8N	Lesina	chr5	1040001	1050000	0.5671052631578948	65	3448	6080	420
8N	K	chr5	1040001	1050000	0.5082474226804123	65	2958	5820	680
8N	K	chr5	1050001	1060000	0.2948275862068965	63	1710	5800	500
8N	Lesina	chr5	1050001	1060000	0.2983050847457627	63	1760	5900	400
K	Lesina	chr5	1050001	1060000	0.1513333333333333	63	908	6000	300
8N	K	chr5	1060001	1070000	0.3411347517730496	30	962	2820	180
8N	Lesina	chr5	1060001	1070000	0.3779310344827586	30	1096	2900	100
K	Lesina	chr5	1060001	1070000	0.1457142857142857	30	408	2800	200
K	Lesina	chr5	1070001	1080000	0.2716666666666666	53	1304	4800	500
8N	Lesina	chr5	1070001	1080000	0.6788235294117647	53	3462	5100	200
8N	K	chr5	1070001	1080000	0.5361344537815126	53	2552	4760	540
8N	K	chr5	1080001	1090000	0.4458333333333333	50	1926	4320	680
8N	Lesina	chr5	1080001	1090000	0.4531120331950207	50	2184	4820	180
K	Lesina	chr5	1080001	1090000	0.1410958904109589	50	618	4380	620
8N	K	chr5	1090001	1100000	0.3731988472622478	76	2590	6940	660
8N	Lesina	chr5	1090001	1100000	0.3832869080779944	76	2752	7180	420
K	Lesina	chr5	1090001	1100000	0.1075418994413407	76	770	7160	440
8N	K	chr5	1100001	1110000	0.3415686274509804	56	1742	5100	500
8N	Lesina	chr5	1100001	1110000	0.3516853932584269	56	1878	5340	260
K	Lesina	chr5	1100001	1110000	0.129296875	56	662	5120	480
K	Lesina	chr5	1110001	1120000	0.2361111111111111	64	1360	5760	640
8N	K	chr5	1110001	1120000	0.3909407665505226	64	2244	5740	660
8N	Lesina	chr5	1110001	1120000	0.4267100977198697	64	2620	6140	260
8N	Lesina	chr5	1120001	1130000	0.4568253968253968	66	2878	6300	300
K	Lesina	chr5	1120001	1130000	0.2513245033112583	66	1518	6040	560
8N	K	chr5	1120001	1130000	0.3976588628762542	66	2378	5980	620
K	Lesina	chr5	1130001	1140000	0.1856435643564356	45	750	4040	460
8N	K	chr5	1130001	1140000	0.2655172413793103	45	1078	4060	440
8N	Lesina	chr5	1130001	1140000	0.2745192307692308	45	1142	4160	340
8N	K	chr5	1140001	1150000	0.3433476394849785	52	1600	4660	540
8N	Lesina	chr5	1140001	1150000	0.3254098360655738	52	1588	4880	320
K	Lesina	chr5	1140001	1150000	0.1933920704845814	52	878	4540	660
8N	K	chr5	1150001	1160000	0.3212643678160919	76	2236	6960	640
8N	Lesina	chr5	1150001	1160000	0.3092436974789916	76	2208	7140	460
K	Lesina	chr5	1150001	1160000	0.1896848137535816	76	1324	6980	620
K	Lesina	chr5	1160001	1170000	0.1979123173277661	104	1896	9580	820
8N	Lesina	chr5	1160001	1170000	0.3516393442622951	104	3432	9760	640
8N	K	chr5	1160001	1170000	0.3449893390191897	104	3236	9380	1020
8N	K	chr5	1170001	1180000	0.2886740331491713	80	2090	7240	760
8N	Lesina	chr5	1170001	1180000	0.2807894736842105	80	2134	7600	400
K	Lesina	chr5	1170001	1180000	0.1950819672131147	80	1428	7320	680
8N	K	chr5	1180001	1190000	0.3057575757575758	73	2018	6600	700
8N	Lesina	chr5	1180001	1190000	0.3089595375722543	73	2138	6920	380
K	Lesina	chr5	1180001	1190000	0.2324324324324324	73	1548	6660	640
K	Lesina	chr5	1190001	1200000	0.2649546827794562	73	1754	6620	680
8N	K	chr5	1190001	1200000	0.2794478527607362	73	1822	6520	780
8N	Lesina	chr5	1190001	1200000	0.35625	73	2508	7040	260
8N	K	chr5	1200001	1210000	0.3412987012987013	85	2628	7700	800
8N	Lesina	chr5	1200001	1210000	0.3482673267326732	85	2814	8080	420
K	Lesina	chr5	1200001	1210000	0.3180851063829787	85	2392	7520	980
8N	K	chr5	1210001	1220000	0.345	57	1794	5200	500
8N	Lesina	chr5	1210001	1220000	0.3937269372693727	57	2134	5420	280
K	Lesina	chr5	1210001	1220000	0.2545454545454545	57	1344	5280	420
8N	K	chr5	1220001	1230000	0.361081081081081	40	1336	3700	300
8N	Lesina	chr5	1220001	1230000	0.4810526315789473	40	1828	3800	200
K	Lesina	chr5	1220001	1230000	0.3022099447513812	40	1094	3620	380
8N	K	chr5	1230001	1240000	0.3415	42	1366	4000	200
8N	Lesina	chr5	1230001	1240000	0.3868020304568528	42	1524	3940	260
K	Lesina	chr5	1230001	1240000	0.2538461538461538	42	990	3900	300
K	Lesina	chr5	1240001	1250000	0.2309148264984227	70	1464	6340	660
8N	Lesina	chr5	1240001	1250000	0.2943283582089552	70	1972	6700	300
8N	K	chr5	1240001	1250000	0.2509375	70	1606	6400	600
8N	K	chr5	1250001	1260000	0.2639118457300275	80	1916	7260	740
8N	Lesina	chr5	1250001	1260000	0.3077319587628866	80	2388	7760	240
K	Lesina	chr5	1250001	1260000	0.2344352617079889	80	1702	7260	740
8N	K	chr5	1260001	1270000	0.3088495575221239	52	1396	4520	680
8N	Lesina	chr5	1260001	1270000	0.4004098360655738	52	1954	4880	320
K	Lesina	chr5	1260001	1270000	0.2925	52	1404	4800	400
8N	K	chr5	1270001	1280000	0.2632768361581921	39	932	3540	360
8N	Lesina	chr5	1270001	1280000	0.3410810810810811	39	1262	3700	200
K	Lesina	chr5	1270001	1280000	0.2810055865921788	39	1006	3580	320
8N	K	chr5	1280001	1290000	0.2764505119453925	66	1620	5860	740
8N	Lesina	chr5	1280001	1290000	0.2842271293375394	66	1802	6340	260
K	Lesina	chr5	1280001	1290000	0.1587837837837837	66	940	5920	680
8N	Lesina	chr5	1290001	1300000	0.3394557823129251	96	2994	8820	780
K	Lesina	chr5	1290001	1300000	0.1811494252873563	96	1576	8700	900
8N	K	chr5	1290001	1300000	0.3253303964757709	96	2954	9080	520
8N	K	chr5	1300001	1310000	0.2495762711864406	54	1178	4720	680
