pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
8N	Lesina	chr5	270001	280000	0.496078431372549	32	1518	3060	140
K	Lesina	chr5	270001	280000	0.3973684210526316	32	1208	3040	160
8N	Lesina	chr5	280001	290000	0.6926713947990544	87	5860	8460	240
8N	K	chr5	280001	290000	0.3275510204081632	87	2568	7840	860
K	Lesina	chr5	280001	290000	0.4675	87	3740	8000	700
8N	Lesina	chr5	290001	300000	0.7029556650246306	43	2854	4060	240
K	Lesina	chr5	290001	300000	0.4801020408163265	43	1882	3920	380
8N	K	chr5	290001	300000	0.2984375	43	1146	3840	460
K	Lesina	chr5	300001	310000	0.5285714285714286	76	3700	7000	600
8N	Lesina	chr5	300001	310000	0.7249322493224932	76	5350	7380	220
8N	K	chr5	300001	310000	0.3230320699708455	76	2216	6860	740
8N	K	chr5	310001	320000	0.3061302681992337	57	1598	5220	480
8N	Lesina	chr5	310001	320000	0.6309701492537313	57	3382	5360	340
K	Lesina	chr5	310001	320000	0.3966165413533835	57	2110	5320	380
8N	K	chr5	320001	330000	0.3180790960451977	38	1126	3540	260
8N	Lesina	chr5	320001	330000	0.6165775401069519	38	2306	3740	60
K	Lesina	chr5	320001	330000	0.4028409090909091	38	1418	3520	280
8N	K	chr5	330001	340000	0.3616216216216216	41	1338	3700	400
8N	Lesina	chr5	330001	340000	0.5398009950248757	41	2170	4020	80
K	Lesina	chr5	330001	340000	0.3891891891891892	41	1440	3700	400
8N	K	chr5	340001	350000	0.3792899408284024	38	1282	3380	420
K	Lesina	chr5	340001	350000	0.4549707602339181	38	1556	3420	380
8N	Lesina	chr5	340001	350000	0.7472826086956522	38	2750	3680	120
8N	Lesina	chr5	350001	360000	0.5582191780821918	61	3260	5840	260
K	Lesina	chr5	350001	360000	0.3501718213058419	61	2038	5820	280
8N	K	chr5	350001	360000	0.3804964539007092	61	2146	5640	460
8N	K	chr5	360001	370000	0.3782222222222222	49	1702	4500	400
8N	Lesina	chr5	360001	370000	0.7285106382978723	49	3424	4700	200
K	Lesina	chr5	360001	370000	0.4364444444444444	49	1964	4500	400
8N	K	chr5	370001	380000	0.4057692307692307	35	1266	3120	380
8N	Lesina	chr5	370001	380000	0.8401162790697675	35	2890	3440	60
K	Lesina	chr5	370001	380000	0.4713375796178344	35	1480	3140	360
8N	K	chr5	380001	390000	0.3425287356321839	57	1788	5220	480
8N	Lesina	chr5	380001	390000	0.6231617647058824	57	3390	5440	260
K	Lesina	chr5	380001	390000	0.3992248062015504	57	2060	5160	540
8N	K	chr5	390001	400000	0.389568345323741	60	2166	5560	440
8N	Lesina	chr5	390001	400000	0.657679180887372	60	3854	5860	140
K	Lesina	chr5	390001	400000	0.393950177935943	60	2214	5620	380
8N	Lesina	chr5	400001	410000	0.6052380952380952	44	2542	4200	200
8N	K	chr5	400001	410000	0.3057291666666666	44	1174	3840	560
K	Lesina	chr5	400001	410000	0.4242268041237113	44	1646	3880	520
8N	K	chr5	410001	420000	0.3786585365853658	36	1242	3280	320
8N	Lesina	chr5	410001	420000	0.7242937853107345	36	2564	3540	60
K	Lesina	chr5	410001	420000	0.4727272727272727	36	1560	3300	300
8N	K	chr5	420001	430000	0.3519047619047619	46	1478	4200	400
K	Lesina	chr5	420001	430000	0.437914691943128	46	1848	4220	380
8N	Lesina	chr5	420001	430000	0.6099547511312218	46	2696	4420	180
8N	Lesina	chr5	430001	440000	0.4306748466257669	34	1404	3260	140
8N	K	chr5	430001	440000	0.3322147651006711	34	990	2980	420
K	Lesina	chr5	430001	440000	0.3105263157894737	34	944	3040	360
8N	K	chr5	440001	450000	0.3076923076923077	14	400	1300	100
8N	Lesina	chr5	440001	450000	0.4641791044776119	14	622	1340	60
K	Lesina	chr5	440001	450000	0.3121212121212121	14	412	1320	80
8N	K	chr5	450001	460000	0.2586538461538462	23	538	2080	220
8N	Lesina	chr5	450001	460000	0.3581818181818181	23	788	2200	100
K	Lesina	chr5	450001	460000	0.32	23	672	2100	200
K	Lesina	chr5	460001	470000	0.3260416666666667	20	626	1920	80
8N	K	chr5	460001	470000	0.1371134020618556	20	266	1940	60
8N	Lesina	chr5	460001	470000	0.3350515463917525	20	650	1940	60
8N	Lesina	chr5	470001	480000	0.4381679389312977	28	1148	2620	180
K	Lesina	chr5	470001	480000	0.3409448818897638	28	866	2540	260
8N	K	chr5	470001	480000	0.2968253968253968	28	748	2520	280
8N	K	chr5	480001	490000	0.3568047337278106	38	1206	3380	420
8N	Lesina	chr5	480001	490000	0.5191256830601093	38	1900	3660	140
K	Lesina	chr5	480001	490000	0.4229411764705882	38	1438	3400	400
K	Lesina	chr5	490001	500000	0.4107594936708861	35	1298	3160	340
8N	Lesina	chr5	490001	500000	0.5214285714285715	35	1752	3360	140
8N	K	chr5	490001	500000	0.2668789808917197	35	838	3140	360
8N	K	chr5	500001	510000	0.2117021276595744	42	796	3760	440
8N	Lesina	chr5	500001	510000	0.636318407960199	42	2558	4020	180
K	Lesina	chr5	500001	510000	0.5470588235294118	42	2046	3740	460
8N	K	chr5	510001	520000	0.2357388316151202	64	1372	5820	580
8N	Lesina	chr5	510001	520000	0.6457236842105263	64	3926	6080	320
K	Lesina	chr5	510001	520000	0.4882943143812709	64	2920	5980	420
8N	K	chr5	520001	530000	0.268695652173913	51	1236	4600	500
8N	Lesina	chr5	520001	530000	0.4356846473029045	51	2100	4820	280
K	Lesina	chr5	520001	530000	0.4107758620689655	51	1906	4640	460
8N	K	chr5	530001	540000	0.3884615384615384	44	1616	4160	240
8N	Lesina	chr5	530001	540000	0.4849514563106796	44	1998	4120	280
K	Lesina	chr5	530001	540000	0.459	44	1836	4000	400
K	Lesina	chr5	540001	550000	0.3908088235294117	59	2126	5440	460
8N	Lesina	chr5	540001	550000	0.6420863309352518	59	3570	5560	340
8N	K	chr5	540001	550000	0.4070631970260223	59	2190	5380	520
8N	K	chr5	550001	560000	0.3961206896551724	52	1838	4640	560
8N	Lesina	chr5	550001	560000	0.8040160642570281	52	4004	4980	220
K	Lesina	chr5	550001	560000	0.490295358649789	52	2324	4740	460
8N	K	chr5	560001	570000	0.3438775510204082	42	1348	3920	280
8N	Lesina	chr5	560001	570000	0.5171568627450981	42	2110	4080	120
K	Lesina	chr5	560001	570000	0.3247474747474747	42	1286	3960	240
8N	Lesina	chr5	570001	580000	0.5314606741573034	57	2838	5340	360
K	Lesina	chr5	570001	580000	0.3973282442748092	57	2082	5240	460
8N	K	chr5	570001	580000	0.297244094488189	57	1510	5080	620
8N	K	chr5	580001	590000	0.3188405797101449	45	1320	4140	360
8N	Lesina	chr5	580001	590000	0.6886363636363636	45	3030	4400	100
K	Lesina	chr5	580001	590000	0.4778301886792452	45	2026	4240	260
8N	K	chr5	590001	600000	0.3101010101010101	109	3070	9900	1000
8N	Lesina	chr5	590001	600000	0.6963946869070209	109	7340	10540	360
K	Lesina	chr5	590001	600000	0.4912524850894632	109	4942	10060	840
K	Lesina	chr5	600001	610000	0.4328571428571429	46	1818	4200	400
8N	K	chr5	600001	610000	0.3393203883495145	46	1398	4120	480
8N	Lesina	chr5	600001	610000	0.6473214285714286	46	2900	4480	120
8N	Lesina	chr5	610001	620000	0.5841823056300268	76	4358	7460	140
K	Lesina	chr5	610001	620000	0.3887283236994219	76	2690	6920	680
8N	K	chr5	610001	620000	0.2866666666666667	76	1978	6900	700
8N	K	chr5	620001	630000	0.3465393794749403	94	2904	8380	1020
8N	Lesina	chr5	620001	630000	0.64878587196468	94	5878	9060	340
K	Lesina	chr5	620001	630000	0.4455813953488372	94	3832	8600	800
8N	K	chr5	630001	640000	0.421405750798722	68	2638	6260	540
8N	Lesina	chr5	630001	640000	0.5457943925233645	68	3504	6420	380
K	Lesina	chr5	630001	640000	0.4009615384615385	68	2502	6240	560
K	Lesina	chr5	640001	650000	0.3555183946488294	67	2126	5980	720
8N	K	chr5	640001	650000	0.2957236842105263	67	1798	6080	620
8N	Lesina	chr5	640001	650000	0.5088957055214723	67	3318	6520	180
K	Lesina	chr5	650001	660000	0.3792349726775956	40	1388	3660	340
8N	Lesina	chr5	650001	660000	0.4711340206185567	40	1828	3880	120
8N	K	chr5	650001	660000	0.247486033519553	40	886	3580	420
8N	K	chr5	660001	670000	0.2892966360856269	73	1892	6540	760
8N	Lesina	chr5	660001	670000	0.5176300578034682	73	3582	6920	380
K	Lesina	chr5	660001	670000	0.4357142857142857	73	2928	6720	580
K	Lesina	chr5	670001	680000	0.363400576368876	76	2522	6940	660
8N	K	chr5	670001	680000	0.3697674418604651	76	2544	6880	720
8N	Lesina	chr5	670001	680000	0.567574931880109	76	4166	7340	260
8N	Lesina	chr5	680001	690000	0.5847368421052631	40	2222	3800	200
K	Lesina	chr5	680001	690000	0.3737704918032787	40	1368	3660	340
8N	K	chr5	680001	690000	0.3562841530054644	40	1304	3660	340
8N	Lesina	chr5	690001	700000	0.6828185328185328	108	7074	10360	440
K	Lesina	chr5	690001	700000	0.4393213572854291	108	4402	10020	780
8N	K	chr5	690001	700000	0.3360488798370672	108	3300	9820	980
8N	K	chr5	700001	710000	0.3475446428571428	99	3114	8960	940
8N	Lesina	chr5	700001	710000	0.7143468950749464	99	6672	9340	560
K	Lesina	chr5	700001	710000	0.4623931623931624	99	4328	9360	540
8N	K	chr5	710001	720000	0.3161904761904762	47	1328	4200	500
8N	Lesina	chr5	710001	720000	0.6713656387665198	47	3048	4540	160
K	Lesina	chr5	710001	720000	0.4194444444444444	47	1812	4320	380
K	Lesina	chr5	720001	730000	0.2863013698630137	32	836	2920	280
8N	K	chr5	720001	730000	0.2314685314685314	32	662	2860	340
8N	Lesina	chr5	720001	730000	0.3643312101910828	32	1144	3140	60
8N	K	chr5	730001	740000	0.3562700964630225	67	2216	6220	480
8N	Lesina	chr5	730001	740000	0.4049689440993789	67	2608	6440	260
K	Lesina	chr5	730001	740000	0.2418238993710691	67	1538	6360	340
K	Lesina	chr5	740001	750000	0.2784172661870503	90	2322	8340	660
8N	Lesina	chr5	740001	750000	0.5428899082568808	90	4734	8720	280
8N	K	chr5	740001	750000	0.3884520884520884	90	3162	8140	860
K	Lesina	chr5	750001	760000	0.397	86	3176	8000	600
8N	K	chr5	750001	760000	0.4455	86	3564	8000	600
8N	Lesina	chr5	750001	760000	0.7307692307692307	86	6080	8320	280
8N	Lesina	chr5	760001	770000	0.4037383177570093	66	2592	6420	180
K	Lesina	chr5	760001	770000	0.3062706270627062	66	1856	6060	540
8N	K	chr5	760001	770000	0.395364238410596	66	2388	6040	560
8N	K	chr5	770001	780000	0.4444711538461538	92	3698	8320	880
8N	Lesina	chr5	770001	780000	0.4801801801801801	92	4264	8880	320
K	Lesina	chr5	770001	780000	0.2438679245283019	92	2068	8480	720
K	Lesina	chr5	780001	790000	0.2038922155688622	75	1362	6680	820
8N	K	chr5	780001	790000	0.3756676557863501	75	2532	6740	760
8N	Lesina	chr5	780001	790000	0.4244444444444444	75	3056	7200	300
8N	Lesina	chr5	790001	800000	0.4046391752577319	120	4710	11640	360
K	Lesina	chr5	790001	800000	0.0724561403508771	120	826	11400	600
8N	K	chr5	790001	800000	0.4066308243727599	120	4538	11160	840
8N	K	chr5	800001	810000	0.3368983957219251	123	3780	11220	1080
8N	Lesina	chr5	800001	810000	0.3301003344481605	123	3948	11960	340
K	Lesina	chr5	800001	810000	0.0810526315789473	123	924	11400	900
8N	K	chr5	810001	820000	0.3574358974358974	85	2788	7800	700
8N	Lesina	chr5	810001	820000	0.3437346437346437	85	2798	8140	360
K	Lesina	chr5	810001	820000	0.122051282051282	85	952	7800	700
8N	K	chr5	820001	830000	0.3553956834532374	91	2964	8340	760
8N	Lesina	chr5	820001	830000	0.3519540229885057	91	3062	8700	400
K	Lesina	chr5	820001	830000	0.0835294117647058	91	710	8500	600
K	Lesina	chr5	830001	840000	0.0943396226415094	57	500	5300	400
8N	K	chr5	830001	840000	0.4755555555555555	57	2568	5400	300
8N	Lesina	chr5	830001	840000	0.4731617647058823	57	2574	5440	260
8N	Lesina	chr5	840001	850000	0.5309711286089239	81	4046	7620	480
K	Lesina	chr5	840001	850000	0.0937007874015748	81	714	7620	480
8N	K	chr5	840001	850000	0.524	81	3930	7500	600
8N	K	chr5	850001	860000	0.508453237410072	120	5654	11120	880
8N	Lesina	chr5	850001	860000	0.5111301369863014	120	5970	11680	320
K	Lesina	chr5	850001	860000	0.0892473118279569	120	996	11160	840
8N	K	chr5	860001	870000	0.4584450402144772	80	3420	7460	540
8N	Lesina	chr5	860001	870000	0.4701799485861183	80	3658	7780	220
K	Lesina	chr5	860001	870000	0.1332460732984293	80	1018	7640	360
8N	Lesina	chr5	870001	880000	0.6054878048780488	104	5958	9840	560
8N	K	chr5	870001	880000	0.5659751037344398	104	5456	9640	760
K	Lesina	chr5	870001	880000	0.1212550607287449	104	1198	9880	520
8N	K	chr5	880001	890000	0.4604395604395604	59	2514	5460	440
8N	Lesina	chr5	880001	890000	0.4712230215827338	59	2620	5560	340
K	Lesina	chr5	880001	890000	0.1482142857142857	59	830	5600	300
8N	Lesina	chr5	890001	900000	0.3584070796460177	70	2430	6780	220
K	Lesina	chr5	890001	900000	0.1233128834355828	70	804	6520	480
8N	K	chr5	890001	900000	0.3572755417956656	70	2308	6460	540
K	Lesina	chr5	900001	910000	0.0929328621908127	60	526	5660	340
8N	Lesina	chr5	900001	910000	0.4424561403508772	60	2522	5700	300
8N	K	chr5	900001	910000	0.4334507042253521	60	2462	5680	320
8N	K	chr5	910001	920000	0.4133495145631068	89	3406	8240	660
8N	Lesina	chr5	910001	920000	0.4492957746478873	89	3828	8520	380
K	Lesina	chr5	910001	920000	0.1250608272506082	89	1028	8220	680
8N	K	chr5	920001	930000	0.3819951338199513	88	3140	8220	580
8N	Lesina	chr5	920001	930000	0.4191943127962085	88	3538	8440	360
K	Lesina	chr5	920001	930000	0.162287104622871	88	1334	8220	580
8N	K	chr5	930001	940000	0.4241975308641975	90	3436	8100	900
8N	Lesina	chr5	930001	940000	0.4576388888888889	90	3954	8640	360
K	Lesina	chr5	930001	940000	0.186810551558753	90	1558	8340	660
8N	K	chr5	940001	950000	0.3709459459459459	65	2196	5920	580
8N	Lesina	chr5	940001	950000	0.413961038961039	65	2550	6160	340
K	Lesina	chr5	940001	950000	0.1475570032573289	65	906	6140	360
8N	Lesina	chr5	950001	960000	0.3810526315789473	78	2896	7600	200
K	Lesina	chr5	950001	960000	0.1704225352112676	78	1210	7100	700
8N	K	chr5	950001	960000	0.3540389972144847	78	2542	7180	620
8N	K	chr5	960001	970000	0.3354761904761905	93	2818	8400	900
8N	Lesina	chr5	960001	970000	0.3554809843400447	93	3178	8940	360
K	Lesina	chr5	960001	970000	0.1256880733944954	93	1096	8720	580
8N	K	chr5	970001	980000	0.3962049335863377	115	4176	10540	960
8N	Lesina	chr5	970001	980000	0.4368231046931408	115	4840	11080	420
K	Lesina	chr5	970001	980000	0.1378731343283582	115	1478	10720	780
8N	K	chr5	980001	990000	0.3759443339960238	110	3782	10060	940
8N	Lesina	chr5	980001	990000	0.415047619047619	110	4358	10500	500
K	Lesina	chr5	980001	990000	0.1498062015503876	110	1546	10320	680
8N	Lesina	chr5	990001	1000000	0.3807785888077858	85	3130	8220	280
K	Lesina	chr5	990001	1000000	0.1285353535353535	85	1018	7920	580
8N	K	chr5	990001	1000000	0.3426395939086294	85	2700	7880	620
8N	K	chr5	1000001	1010000	0.3529239766081871	73	2414	6840	460
K	Lesina	chr5	1000001	1010000	0.1465116279069767	73	1008	6880	420
8N	Lesina	chr5	1000001	1010000	0.4043227665706052	73	2806	6940	360
8N	Lesina	chr5	1010001	1020000	0.3333333333333333	5	160	480	20
K	Lesina	chr5	1010001	1020000	0.219047619047619	5	92	420	80
8N	K	chr5	1010001	1020000	0.3409090909090909	5	150	440	60
8N	K	chr5	1020001	1030000	0.4055555555555555	16	584	1440	160
8N	Lesina	chr5	1020001	1030000	0.4813333333333333	16	722	1500	100
K	Lesina	chr5	1020001	1030000	0.1577464788732394	16	224	1420	180
8N	K	chr5	1030001	1040000	0.4575250836120401	66	2736	5980	620
8N	Lesina	chr5	1030001	1040000	0.5003174603174603	66	3152	6300	300
K	Lesina	chr5	1030001	1040000	0.1298701298701298	66	800	6160	440
8N	K	chr5	1040001	1050000	0.4542410714285714	100	4070	8960	1040
8N	Lesina	chr5	1040001	1050000	0.4915254237288136	100	4640	9440	560
K	Lesina	chr5	1040001	1050000	0.2318181818181818	100	2142	9240	760
8N	K	chr5	1050001	1060000	0.2955497382198953	82	2258	7640	560
K	Lesina	chr5	1050001	1060000	0.1560723514211886	82	1208	7740	460
8N	Lesina	chr5	1050001	1060000	0.2889168765743073	82	2294	7940	260
8N	K	chr5	1060001	1070000	0.3028846153846153	45	1260	4160	340
8N	Lesina	chr5	1060001	1070000	0.3441860465116279	45	1480	4300	200
K	Lesina	chr5	1060001	1070000	0.1557142857142857	45	654	4200	300
8N	K	chr5	1070001	1080000	0.4921383647798742	70	3130	6360	640
8N	Lesina	chr5	1070001	1080000	0.615339233038348	70	4172	6780	220
K	Lesina	chr5	1070001	1080000	0.2444794952681388	70	1550	6340	660
8N	K	chr5	1080001	1090000	0.425	59	2244	5280	620
8N	Lesina	chr5	1080001	1090000	0.4278745644599303	59	2456	5740	160
K	Lesina	chr5	1080001	1090000	0.1411111111111111	59	762	5400	500
8N	Lesina	chr5	1090001	1100000	0.3370517928286852	105	3384	10040	460
K	Lesina	chr5	1090001	1100000	0.1121457489878542	105	1108	9880	620
8N	K	chr5	1090001	1100000	0.3427974947807933	105	3284	9580	920
8N	K	chr5	1100001	1110000	0.3516516516516516	72	2342	6660	540
8N	Lesina	chr5	1100001	1110000	0.360919540229885	72	2512	6960	240
K	Lesina	chr5	1100001	1110000	0.1192878338278931	72	804	6740	460
8N	K	chr5	1110001	1120000	0.3880886426592798	80	2802	7220	780
8N	Lesina	chr5	1110001	1120000	0.4222513089005235	80	3226	7640	360
K	Lesina	chr5	1110001	1120000	0.2152354570637119	80	1554	7220	780
8N	K	chr5	1120001	1130000	0.3571095571095571	92	3064	8580	620
8N	Lesina	chr5	1120001	1130000	0.4054298642533936	92	3584	8840	360
K	Lesina	chr5	1120001	1130000	0.2374117647058823	92	2018	8500	700
8N	K	chr5	1130001	1140000	0.2634057971014493	60	1454	5520	480
8N	Lesina	chr5	1130001	1140000	0.275	60	1562	5680	320
K	Lesina	chr5	1130001	1140000	0.1718518518518518	60	928	5400	600
8N	Lesina	chr5	1140001	1150000	0.3287925696594427	66	2124	6460	140
K	Lesina	chr5	1140001	1150000	0.1892255892255892	66	1124	5940	660
8N	K	chr5	1140001	1150000	0.3335570469798657	66	1988	5960	640
8N	K	chr5	1150001	1160000	0.3217582417582417	100	2928	9100	900
8N	Lesina	chr5	1150001	1160000	0.3128630705394191	100	3016	9640	360
K	Lesina	chr5	1150001	1160000	0.1901960784313725	100	1746	9180	820
K	Lesina	chr5	1160001	1170000	0.184020618556701	126	2142	11640	960
8N	K	chr5	1160001	1170000	0.3248677248677248	126	3684	11340	1260
8N	Lesina	chr5	1160001	1170000	0.3343906510851419	126	4006	11980	620
K	Lesina	chr5	1170001	1180000	0.1866533864541832	110	1874	10040	960
8N	Lesina	chr5	1170001	1180000	0.2703422053231939	110	2844	10520	480
8N	K	chr5	1170001	1180000	0.2761904761904762	110	2784	10080	920
8N	K	chr5	1180001	1190000	0.3045685279187817	86	2400	7880	720
8N	Lesina	chr5	1180001	1190000	0.3097799511002445	86	2534	8180	420
K	Lesina	chr5	1180001	1190000	0.226448362720403	86	1798	7940	660
8N	K	chr5	1190001	1200000	0.2541353383458646	87	2028	7980	720
8N	Lesina	chr5	1190001	1200000	0.3211267605633803	87	2736	8520	180
K	Lesina	chr5	1190001	1200000	0.2497512437810945	87	2008	8040	660
K	Lesina	chr5	1200001	1210000	0.3026422764227642	109	2978	9840	1060
8N	K	chr5	1200001	1210000	0.3285148514851485	109	3318	10100	800
8N	Lesina	chr5	1200001	1210000	0.3425	109	3562	10400	500
8N	K	chr5	1210001	1220000	0.3350609756097561	72	2198	6560	640
8N	Lesina	chr5	1210001	1220000	0.3841954022988506	72	2674	6960	240
K	Lesina	chr5	1210001	1220000	0.2621212121212121	72	1730	6600	600
8N	K	chr5	1220001	1230000	0.2980842911877394	57	1556	5220	480
8N	Lesina	chr5	1220001	1230000	0.3945454545454545	57	2170	5500	200
K	Lesina	chr5	1220001	1230000	0.2718146718146718	57	1408	5180	520
K	Lesina	chr5	1230001	1240000	0.2465034965034965	62	1410	5720	480
8N	K	chr5	1230001	1240000	0.296875	62	1710	5760	440
8N	Lesina	chr5	1230001	1240000	0.3506756756756757	62	2076	5920	280
8N	Lesina	chr5	1240001	1250000	0.2836781609195402	89	2468	8700	200
K	Lesina	chr5	1240001	1250000	0.211138014527845	89	1744	8260	640
8N	K	chr5	1240001	1250000	0.2431654676258992	89	2028	8340	560
8N	K	chr5	1250001	1260000	0.2525462962962962	93	2182	8640	660
8N	Lesina	chr5	1250001	1260000	0.2929515418502202	93	2660	9080	220
K	Lesina	chr5	1250001	1260000	0.2239080459770115	93	1948	8700	600
8N	K	chr5	1260001	1270000	0.2749174917491749	66	1666	6060	540
8N	Lesina	chr5	1260001	1270000	0.3825396825396825	66	2410	6300	300
K	Lesina	chr5	1260001	1270000	0.2773885350318471	66	1742	6280	320
8N	K	chr5	1270001	1280000	0.2357142857142857	61	1320	5600	500
8N	Lesina	chr5	1270001	1280000	0.3017241379310345	61	1750	5800	300
K	Lesina	chr5	1270001	1280000	0.2529824561403508	61	1442	5700	400
K	Lesina	chr5	1280001	1290000	0.1278825995807128	107	1220	9540	1160
8N	Lesina	chr5	1280001	1290000	0.2568400770712909	107	2666	10380	320
8N	K	chr5	1280001	1290000	0.2551578947368421	107	2424	9500	1200
8N	K	chr5	1290001	1300000	0.3091935483870968	131	3834	12400	700
