pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
8N	K	chr5	1100001	1150000	0.3432527990571597	370	11650	33940	3060
8N	Lesina	chr5	1100001	1150000	0.3655986509274873	370	13008	35580	1420
K	Lesina	chr5	1100001	1150000	0.1901775147928994	370	6428	33800	3200
8N	K	chr5	1150001	1200000	0.2980595084087969	509	13824	46380	4520
8N	Lesina	chr5	1150001	1200000	0.3099099099099099	509	15136	48840	2060
K	Lesina	chr5	1150001	1200000	0.2042698548249359	509	9568	46840	4060
K	Lesina	chr5	1200001	1250000	0.2603932584269663	389	9270	35600	3300
8N	K	chr5	1200001	1250000	0.3004446914952751	389	10810	35980	2920
8N	Lesina	chr5	1200001	1250000	0.3455176093916756	389	12950	37480	1420
8N	K	chr5	1250001	1300000	0.2707582938388626	458	11426	42200	3600
8N	Lesina	chr5	1250001	1300000	0.3076360310928212	458	13456	43740	2060
K	Lesina	chr5	1250001	1300000	0.2020408163265306	458	8514	42140	3660
8N	K	chr5	1300001	1350000	0.2802922940655447	500	12658	45160	4840
8N	Lesina	chr5	1300001	1350000	0.284989604989605	500	13708	48100	1900
K	Lesina	chr5	1300001	1350000	0.2155438132981065	500	9790	45420	4580
K	Lesina	chr5	1350001	1400000	0.2139013452914798	392	7632	35680	3520
8N	K	chr5	1350001	1400000	0.2347308781869688	392	8286	35300	3900
8N	Lesina	chr5	1350001	1400000	0.252538749331908	392	9450	37420	1780
K	Lesina	chr5	1400001	1450000	0.2783631232361241	467	11836	42520	4180
8N	Lesina	chr5	1400001	1450000	0.3268336314847943	467	14616	44720	1980
8N	K	chr5	1400001	1450000	0.281968764789399	467	11916	42260	4440
8N	K	chr5	1450001	1500000	0.2704251386321626	354	8778	32460	2940
8N	Lesina	chr5	1450001	1500000	0.2761290322580645	354	9416	34100	1300
K	Lesina	chr5	1450001	1500000	0.2276412776412776	354	7412	32560	2840
8N	Lesina	chr5	1500001	1550000	0.3436758893280632	425	13912	40480	2020
K	Lesina	chr5	1500001	1550000	0.2764010282776349	425	10752	38900	3600
8N	K	chr5	1500001	1550000	0.3199691991786447	425	12466	38960	3540
8N	K	chr5	1550001	1600000	0.2887935656836461	413	10772	37300	4000
8N	Lesina	chr5	1550001	1600000	0.3531107738998482	413	13962	39540	1760
K	Lesina	chr5	1550001	1600000	0.2593430263866451	413	9632	37140	4160
8N	Lesina	chr5	1600001	1650000	0.3786030496802754	427	15394	40660	2040
8N	K	chr5	1600001	1650000	0.3580208333333333	427	13748	38400	4300
K	Lesina	chr5	1600001	1650000	0.223394495412844	427	8766	39240	3460
8N	K	chr5	1650001	1700000	0.3424264178033022	306	9540	27860	2740
8N	Lesina	chr5	1650001	1700000	0.3163028649386085	306	9274	29320	1280
K	Lesina	chr5	1650001	1700000	0.187775408670931	306	5284	28140	2460
8N	K	chr5	1700001	1750000	0.369125852448853	355	11908	32260	3240
8N	Lesina	chr5	1700001	1750000	0.3595983461311282	355	12176	33860	1640
K	Lesina	chr5	1700001	1750000	0.2278969957081545	355	7434	32620	2880
8N	Lesina	chr5	1750001	1800000	0.2433384379785605	408	9534	39180	1620
8N	K	chr5	1750001	1800000	0.2728494623655914	408	10150	37200	3600
K	Lesina	chr5	1750001	1800000	0.1971261309207025	408	7408	37580	3220
K	Lesina	chr5	1800001	1850000	0.2617956656346749	357	8456	32300	3400
8N	Lesina	chr5	1800001	1850000	0.2817488262910798	357	9602	34080	1620
8N	K	chr5	1800001	1850000	0.3021091811414392	357	9740	32240	3460
K	Lesina	chr5	1850001	1900000	0.2187314172447968	446	8828	40360	4240
8N	Lesina	chr5	1850001	1900000	0.2929411764705882	446	12450	42500	2100
8N	K	chr5	1850001	1900000	0.2908865775136206	446	11746	40380	4220
K	Lesina	chr5	1900001	1950000	0.203831417624521	287	5320	26100	2600
8N	Lesina	chr5	1900001	1950000	0.2621423330887747	287	7146	27260	1440
8N	K	chr5	1900001	1950000	0.272579395817196	287	7038	25820	2880
8N	K	chr5	1950001	2000000	0.2570520965692503	352	8092	31480	3720
K	Lesina	chr5	1950001	2000000	0.220378548895899	352	6986	31700	3500
8N	Lesina	chr5	1950001	2000000	0.2183283582089552	352	7314	33500	1700
8N	K	chr5	2000001	2050000	0.2256361323155216	347	7094	31440	3260
8N	Lesina	chr5	2000001	2050000	0.1819007263922518	347	6010	33040	1660
K	Lesina	chr5	2000001	2050000	0.2103209565764631	347	6684	31780	2920
8N	K	chr5	2050001	2100000	0.323060188542422	307	8910	27580	3120
8N	Lesina	chr5	2050001	2100000	0.3247415575465196	307	9424	29020	1680
K	Lesina	chr5	2050001	2100000	0.1979330007127583	307	5554	28060	2640
8N	Lesina	chr5	2100001	2150000	0.308955223880597	341	9936	32160	1940
K	Lesina	chr5	2100001	2150000	0.2197056941778631	341	6868	31260	2840
8N	K	chr5	2100001	2150000	0.3075520833333333	341	9448	30720	3380
8N	K	chr5	2150001	2200000	0.2610810810810811	376	8694	33300	4300
8N	Lesina	chr5	2150001	2200000	0.2806343906510851	376	10086	35940	1660
K	Lesina	chr5	2150001	2200000	0.2487632508833922	376	8448	33960	3640
8N	K	chr5	2200001	2250000	0.3032453245324532	406	11026	36360	4240
8N	Lesina	chr5	2200001	2250000	0.3188016528925619	406	12344	38720	1880
K	Lesina	chr5	2200001	2250000	0.2783243243243243	406	10298	37000	3600
K	Lesina	chr5	2250001	2300000	0.1874482758620689	483	8154	43500	4800
8N	K	chr5	2250001	2300000	0.3253835425383543	483	13998	43020	5280
8N	Lesina	chr5	2250001	2300000	0.3339247079186499	483	15434	46220	2080
K	Lesina	chr5	2300001	2350000	0.2221978824388463	598	12172	54780	5020
8N	Lesina	chr5	2300001	2350000	0.2774657774657774	598	15810	56980	2820
8N	K	chr5	2300001	2350000	0.2953436807095344	598	15984	54120	5680
8N	Lesina	chr5	2350001	2400000	0.2988083416087388	418	12036	40280	1520
K	Lesina	chr5	2350001	2400000	0.1754228329809725	418	6638	37840	3960
8N	K	chr5	2350001	2400000	0.3058606124604012	418	11586	37880	3920
8N	K	chr5	2400001	2450000	0.2890544707091469	432	11250	38920	4280
8N	Lesina	chr5	2400001	2450000	0.2809500489715965	432	11474	40840	2360
K	Lesina	chr5	2400001	2450000	0.203121801432958	432	7938	39080	4120
8N	K	chr5	2450001	2500000	0.3007440476190476	449	12126	40320	4580
8N	Lesina	chr5	2450001	2500000	0.3313780260707635	449	14236	42960	1940
K	Lesina	chr5	2450001	2500000	0.2602055800293685	449	10632	40860	4040
8N	K	chr5	2500001	2550000	0.2905043341213554	564	14746	50760	5640
8N	Lesina	chr5	2500001	2550000	0.2738478831022855	564	14618	53380	3020
K	Lesina	chr5	2500001	2550000	0.2597119501751654	564	13344	51380	5020
K	Lesina	chr5	2550001	2600000	0.228333922886452	620	12910	56540	5460
8N	Lesina	chr5	2550001	2600000	0.2684139330402434	620	15874	59140	2860
8N	K	chr5	2550001	2600000	0.2876071428571428	620	16106	56000	6000
8N	K	chr5	2600001	2650000	0.2928721174004193	737	19558	66780	6920
8N	Lesina	chr5	2600001	2650000	0.2642532651902328	737	18614	70440	3260
K	Lesina	chr5	2600001	2650000	0.2702863961813842	737	18120	67040	6660
8N	K	chr5	2650001	2700000	0.2919026991002999	662	17520	60020	6180
8N	Lesina	chr5	2650001	2700000	0.2945145018915511	662	18684	63440	2760
K	Lesina	chr5	2650001	2700000	0.2518603885413237	662	15298	60740	5460
8N	K	chr5	2700001	2750000	0.2949491636602164	666	17986	60980	5620
8N	Lesina	chr5	2700001	2750000	0.3323260937991816	666	21116	63540	3060
K	Lesina	chr5	2700001	2750000	0.2345679012345679	666	14440	61560	5040
8N	K	chr5	2750001	2800000	0.2778012684989429	622	15768	56760	5440
8N	Lesina	chr5	2750001	2800000	0.2905767940979208	622	17330	59640	2560
K	Lesina	chr5	2750001	2800000	0.2184005661712668	622	12344	56520	5680
K	Lesina	chr5	2800001	2850000	0.2906719085060757	618	16266	55960	5840
8N	Lesina	chr5	2800001	2850000	0.2337296195652174	618	13762	58880	2920
8N	K	chr5	2800001	2850000	0.2928977272727273	618	16496	56320	5480
8N	K	chr5	2850001	2900000	0.2753871912934282	525	13158	47780	4720
8N	Lesina	chr5	2850001	2900000	0.2575040128410915	525	12834	49840	2660
K	Lesina	chr5	2850001	2900000	0.2437185929648241	525	11640	47760	4740
8N	K	chr5	2900001	2950000	0.2780177514792899	746	18794	67600	7000
8N	Lesina	chr5	2900001	2950000	0.2565656565656565	746	18288	71280	3320
K	Lesina	chr5	2900001	2950000	0.3127369668246445	746	21116	67520	7080
8N	K	chr5	2950001	3000000	0.2770609318996416	552	13914	50220	4980
8N	Lesina	chr5	2950001	3000000	0.3148401826484018	552	16548	52560	2640
K	Lesina	chr5	2950001	3000000	0.2421540943929003	552	12006	49580	5620
8N	K	chr5	3000001	3050000	0.349370709382151	768	24428	69920	6880
8N	Lesina	chr5	3000001	3050000	0.3654862435303732	768	26834	73420	3380
K	Lesina	chr5	3000001	3050000	0.2252772249075917	768	15846	70340	6460
K	Lesina	chr5	3050001	3100000	0.2325626204238921	683	14484	62280	6020
8N	Lesina	chr5	3050001	3100000	0.3104665438919582	683	20230	65160	3140
8N	K	chr5	3050001	3100000	0.3044790652385589	683	18762	61620	6680
8N	K	chr5	3100001	3150000	0.3167800453514739	770	22352	70560	6440
8N	Lesina	chr5	3100001	3150000	0.3047788093937739	770	22322	73240	3760
K	Lesina	chr5	3100001	3150000	0.1941276115189158	770	13752	70840	6160
8N	K	chr5	3150001	3200000	0.3632758620689655	761	25284	69600	6500
8N	Lesina	chr5	3150001	3200000	0.3326379357672248	761	24236	72860	3240
K	Lesina	chr5	3150001	3200000	0.2155142857142857	761	15086	70000	6100
8N	K	chr5	3200001	3250000	0.2809031368493623	639	16298	58020	5880
8N	Lesina	chr5	3200001	3250000	0.253646517739816	639	15442	60880	3020
K	Lesina	chr5	3200001	3250000	0.2153846153846154	639	12544	58240	5660
8N	K	chr5	3250001	3300000	0.2885865150284322	539	14210	49240	4660
8N	Lesina	chr5	3250001	3300000	0.2634883720930233	539	13596	51600	2300
K	Lesina	chr5	3250001	3300000	0.2454582155833669	539	12160	49540	4360
K	Lesina	chr5	3300001	3350000	0.2703991880920162	652	15986	59120	6080
8N	Lesina	chr5	3300001	3350000	0.2157692307692307	652	13464	62400	2800
8N	K	chr5	3300001	3350000	0.2751010781671159	652	16330	59360	5840
8N	K	chr5	3350001	3400000	0.3072463768115942	460	12720	41400	4600
8N	Lesina	chr5	3350001	3400000	0.3069672131147541	460	13482	43920	2080
K	Lesina	chr5	3350001	3400000	0.2265444015444015	460	9388	41440	4560
8N	K	chr5	3400001	3450000	0.2655308641975308	448	10754	40500	4300
8N	Lesina	chr5	3400001	3450000	0.248875351452671	448	10622	42680	2120
K	Lesina	chr5	3400001	3450000	0.2274012676743052	448	9328	41020	3780
8N	K	chr5	3450001	3500000	0.2654957759004002	503	11942	44980	5320
8N	Lesina	chr5	3450001	3500000	0.2615191986644407	503	12532	47920	2380
K	Lesina	chr5	3450001	3500000	0.2027486910994764	503	9294	45840	4460
K	Lesina	chr5	3500001	3550000	0.2195077484047402	482	9632	43880	4320
8N	Lesina	chr5	3500001	3550000	0.2599474145486415	482	11864	45640	2560
8N	K	chr5	3500001	3550000	0.2867403314917127	482	12456	43440	4760
8N	K	chr5	3550001	3600000	0.2659041864479931	511	12322	46340	4760
8N	Lesina	chr5	3550001	3600000	0.2306172839506172	511	11208	48600	2500
K	Lesina	chr5	3550001	3600000	0.2426660914581535	511	11250	46360	4740
8N	K	chr5	3600001	3650000	0.2821428571428571	485	12482	44240	4260
8N	Lesina	chr5	3600001	3650000	0.2820869565217391	485	12976	46000	2500
K	Lesina	chr5	3600001	3650000	0.25586791610888	485	11468	44820	3680
8N	K	chr5	3650001	3700000	0.2467697404748757	406	8938	36220	4380
8N	Lesina	chr5	3650001	3700000	0.2481462409886714	406	9638	38840	1760
K	Lesina	chr5	3650001	3700000	0.2448445171849427	406	8976	36660	3940
8N	Lesina	chr5	3700001	3750000	0.2512273212379936	590	14124	56220	2780
K	Lesina	chr5	3700001	3750000	0.2497940846125046	590	13344	53420	5580
8N	K	chr5	3700001	3750000	0.2638266068759342	590	14120	53520	5480
8N	Lesina	chr5	3750001	3800000	0.2398445778876722	592	13580	56620	2580
K	Lesina	chr5	3750001	3800000	0.2241315594974131	592	12130	54120	5080
8N	K	chr5	3750001	3800000	0.2320180383314543	592	12348	53220	5980
K	Lesina	chr5	3800001	3850000	0.2207197671341624	826	16682	75580	7020
8N	K	chr5	3800001	3850000	0.2228283898305084	826	16828	75520	7080
8N	Lesina	chr5	3800001	3850000	0.203227420565424	826	16246	79940	2660
8N	K	chr5	3850001	3900000	0.2568766306373463	592	13784	53660	5540
8N	Lesina	chr5	3850001	3900000	0.2655038759689923	592	15070	56760	2440
K	Lesina	chr5	3850001	3900000	0.2561280824438719	592	13918	54340	4860
8N	K	chr5	3900001	3950000	0.2651829268292683	714	17396	65600	5800
8N	Lesina	chr5	3900001	3950000	0.2609361201059759	714	17728	67940	3460
K	Lesina	chr5	3900001	3950000	0.2487595712098009	714	16244	65300	6100
8N	K	chr5	3950001	4000000	0.2475907384230287	697	15826	63920	5780
8N	Lesina	chr5	3950001	4000000	0.2401673640167364	697	16072	66920	2780
K	Lesina	chr5	3950001	4000000	0.1721132897603486	697	11060	64260	5440
8N	Lesina	chr5	4000001	4050000	0.2695256348826066	439	11250	41740	2160
K	Lesina	chr5	4000001	4050000	0.2116407425990968	439	8436	39860	4040
8N	K	chr5	4000001	4050000	0.2767794043412418	439	10966	39620	4280
8N	K	chr5	4050001	4100000	0.2404511278195488	448	9594	39900	4900
8N	Lesina	chr5	4050001	4100000	0.2445845004668534	448	10478	42840	1960
K	Lesina	chr5	4050001	4100000	0.2126781326781326	448	8656	40700	4100
8N	K	chr5	4100001	4150000	0.2829339143064633	302	7792	27540	2660
8N	Lesina	chr5	4100001	4150000	0.2768531468531469	302	7918	28600	1600
K	Lesina	chr5	4100001	4150000	0.2067440174039158	302	5702	27580	2620
8N	K	chr5	4150001	4200000	0.2602425292334344	515	12018	46180	5320
8N	Lesina	chr5	4150001	4200000	0.2549486652977413	515	12416	48700	2800
K	Lesina	chr5	4150001	4200000	0.2138686131386861	515	9962	46580	4920
K	Lesina	chr5	4200001	4250000	0.2301304049416609	636	13412	58280	5320
8N	K	chr5	4200001	4250000	0.2941237113402062	636	17118	58200	5400
8N	Lesina	chr5	4200001	4250000	0.2969568062827225	636	18150	61120	2480
8N	Lesina	chr5	4250001	4300000	0.2733909702209414	653	17076	62460	2840
K	Lesina	chr5	4250001	4300000	0.2503020134228187	653	14918	59600	5700
8N	K	chr5	4250001	4300000	0.2769750168804861	653	16408	59240	6060
8N	K	chr5	4300001	4350000	0.2761888233252343	643	15914	57620	6680
8N	Lesina	chr5	4300001	4350000	0.2999344477220583	643	18302	61020	3280
K	Lesina	chr5	4300001	4350000	0.2535751295336788	643	14682	57900	6400
8N	K	chr5	4350001	4400000	0.2762305295950156	714	17734	64200	7200
8N	Lesina	chr5	4350001	4400000	0.2679030373831775	714	18346	68480	2920
K	Lesina	chr5	4350001	4400000	0.2142550582464745	714	13978	65240	6160
8N	K	chr5	4400001	4450000	0.2610664283586535	738	17528	67140	6660
8N	Lesina	chr5	4400001	4450000	0.2469533029612756	738	17346	70240	3560
K	Lesina	chr5	4400001	4450000	0.208695652173913	738	14112	67620	6180
K	Lesina	chr5	4450001	4500000	0.217704097591492	704	13920	63940	6460
8N	K	chr5	4450001	4500000	0.24665625	704	15786	64000	6400
8N	Lesina	chr5	4450001	4500000	0.2379053853019934	704	15992	67220	3180
K	Lesina	chr5	4500001	4550000	0.2097243728708578	706	13544	64580	6020
8N	Lesina	chr5	4500001	4550000	0.2465358311031817	706	16582	67260	3340
8N	K	chr5	4500001	4550000	0.2477598008711885	706	15926	64280	6320
8N	K	chr5	4550001	4600000	0.2456273764258555	582	12920	52600	5600
8N	Lesina	chr5	4550001	4600000	0.2223449750534568	582	12478	56120	2080
K	Lesina	chr5	4550001	4600000	0.2037218045112782	582	10838	53200	5000
8N	K	chr5	4600001	4650000	0.2331300160513643	691	14524	62300	6800
8N	Lesina	chr5	4600001	4650000	0.2531109107303877	691	16842	66540	2560
K	Lesina	chr5	4600001	4650000	0.2232432432432432	691	14042	62900	6200
K	Lesina	chr5	4650001	4700000	0.2242343541944074	661	13472	60080	6020
8N	K	chr5	4650001	4700000	0.2339147936933915	661	13946	59620	6480
8N	Lesina	chr5	4650001	4700000	0.223306148055207	661	14238	63760	2340
8N	Lesina	chr5	4700001	4750000	0.2238862050456253	782	16684	74520	3680
K	Lesina	chr5	4700001	4750000	0.2205659848697114	782	15744	71380	6820
8N	K	chr5	4700001	4750000	0.2542897327707454	782	18080	71100	7100
K	Lesina	chr5	4750001	4800000	0.2365862992728664	578	12364	52260	5540
8N	Lesina	chr5	4750001	4800000	0.2570543200874954	578	14102	54860	2940
8N	K	chr5	4750001	4800000	0.2680396643783371	578	14056	52440	5360
K	Lesina	chr5	4800001	4850000	0.2491446796172803	769	17186	68980	7920
8N	Lesina	chr5	4800001	4850000	0.2484434735117422	769	18196	73240	3660
8N	K	chr5	4800001	4850000	0.2704767375071797	769	18836	69640	7260
8N	Lesina	chr5	4850001	4900000	0.2477573904179408	411	9722	39240	1860
8N	K	chr5	4850001	4900000	0.2629569012547736	411	9640	36660	4440
K	Lesina	chr5	4850001	4900000	0.244249726177437	411	8920	36520	4580
K	Lesina	chr5	4900001	4950000	0.2206791995148574	366	7278	32980	3620
8N	Lesina	chr5	4900001	4950000	0.2392775229357798	366	8346	34880	1720
8N	K	chr5	4900001	4950000	0.2509550215650031	366	8146	32460	4140
8N	Lesina	chr5	4950001	5000000	0.2303127874885004	457	10014	43480	2220
8N	K	chr5	4950001	5000000	0.2450847457627118	457	10122	41300	4400
K	Lesina	chr5	4950001	5000000	0.2192270531400966	457	9076	41400	4300
8N	K	chr5	5000001	5050000	0.2708183221821925	434	10524	38860	4540
8N	Lesina	chr5	5000001	5050000	0.2659903381642512	434	11012	41400	2000
K	Lesina	chr5	5000001	5050000	0.2432460195172059	434	9472	38940	4460
K	Lesina	chr5	5050001	5100000	0.2297610156833457	592	12306	53560	5640
8N	K	chr5	5050001	5100000	0.2506556762832521	592	13380	53380	5820
8N	Lesina	chr5	5050001	5100000	0.2309161655465157	592	13056	56540	2660
8N	K	chr5	5100001	5150000	0.2646513353115727	600	14270	53920	6080
8N	Lesina	chr5	5100001	5150000	0.2339873861247372	600	13356	57080	2920
K	Lesina	chr5	5100001	5150000	0.2391672807663964	600	12982	54280	5720
K	Lesina	chr5	5150001	5200000	0.241585096305652	698	15302	63340	6460
8N	K	chr5	5150001	5200000	0.2779425686336383	698	17616	63380	6420
8N	Lesina	chr5	5150001	5200000	0.2490751789976133	698	16698	67040	2760
8N	Lesina	chr5	5200001	5250000	0.2595189205045468	712	17694	68180	3020
K	Lesina	chr5	5200001	5250000	0.2467358145210494	712	16176	65560	5640
8N	K	chr5	5200001	5250000	0.2560135342971393	712	16646	65020	6180
8N	K	chr5	5250001	5300000	0.2846194926568758	812	21318	74900	6300
8N	Lesina	chr5	5250001	5300000	0.2945579969340828	812	23058	78280	2920
K	Lesina	chr5	5250001	5300000	0.2651730614435202	812	19766	74540	6660
8N	K	chr5	5300001	5350000	0.2788732394366197	654	16632	59640	5760
8N	Lesina	chr5	5300001	5350000	0.2732349165596919	654	17028	62320	3080
K	Lesina	chr5	5300001	5350000	0.2284471218206158	654	13652	59760	5640
K	Lesina	chr5	5350001	5400000	0.2329462989840348	602	12840	55120	5080
8N	K	chr5	5350001	5400000	0.2824458318031583	602	15382	54460	5740
8N	Lesina	chr5	5350001	5400000	0.2692735488355926	602	15494	57540	2660
8N	K	chr5	5400001	5450000	0.2684602368866328	647	15866	59100	5600
K	Lesina	chr5	5400001	5450000	0.2600203804347826	647	15310	58880	5820
8N	Lesina	chr5	5400001	5450000	0.2586705202312139	647	16110	62280	2420
K	Lesina	chr5	5450001	5500000	0.2411141304347826	806	17746	73600	7000
8N	Lesina	chr5	5450001	5500000	0.2630753407045513	806	20462	77780	2820
8N	K	chr5	5450001	5500000	0.2499321573948439	806	18420	73700	6900
8N	K	chr5	5500001	5550000	0.263914590747331	310	7416	28100	2900
8N	Lesina	chr5	5500001	5550000	0.2661496965610249	310	7894	29660	1340
K	Lesina	chr5	5500001	5550000	0.2394662921348314	310	6820	28480	2520
8N	Lesina	chr5	5550001	5600000	0.2586291309669523	172	4226	16340	860
8N	K	chr5	5550001	5600000	0.2613245033112583	172	3946	15100	2100
K	Lesina	chr5	5550001	5600000	0.2587696335078534	172	3954	15280	1920
K	Lesina	chr5	5600001	5650000	0.2098561534363345	410	7878	37540	3460
8N	K	chr5	5600001	5650000	0.2696120689655172	410	10008	37120	3880
8N	Lesina	chr5	5600001	5650000	0.257385486361297	410	10002	38860	2140
8N	Lesina	chr5	5650001	5700000	0.2701347935973041	499	12826	47480	2420
K	Lesina	chr5	5650001	5700000	0.2479964773227653	499	11264	45420	4480
8N	K	chr5	5650001	5700000	0.2868024800708592	499	12952	45160	4740
K	Lesina	chr5	5700001	5750000	0.2358149620527647	606	13050	55340	5260
8N	Lesina	chr5	5700001	5750000	0.2451122625215889	606	14192	57900	2700
8N	K	chr5	5700001	5750000	0.2683502906976744	606	14770	55040	5560
8N	K	chr5	5750001	5800000	0.2537779237844941	670	15450	60880	6120
8N	Lesina	chr5	5750001	5800000	0.2507528230865746	670	15988	63760	3240
K	Lesina	chr5	5750001	5800000	0.2722950819672131	670	16610	61000	6000
8N	K	chr5	5800001	5850000	0.2661815068493151	517	12436	46720	4980
8N	Lesina	chr5	5800001	5850000	0.2642216788916055	517	12968	49080	2620
K	Lesina	chr5	5800001	5850000	0.2483707151925518	517	11738	47260	4440
8N	K	chr5	5850001	5900000	0.2509988249118683	376	8544	34040	3560
8N	Lesina	chr5	5850001	5900000	0.2276631344116006	376	8164	35860	1740
K	Lesina	chr5	5850001	5900000	0.2434094903339191	376	8310	34140	3460
8N	Lesina	chr5	5900001	5950000	0.2331902245706737	633	14122	60560	2740
K	Lesina	chr5	5900001	5950000	0.2456681866011925	633	14008	57020	6280
8N	K	chr5	5900001	5950000	0.2556962025316455	633	14544	56880	6420
8N	K	chr5	5950001	6000000	0.2914763231197771	786	20928	71800	6800
8N	Lesina	chr5	5950001	6000000	0.2406640106241699	786	18122	75300	3300
K	Lesina	chr5	5950001	6000000	0.264984666852523	786	19010	71740	6860
8N	K	chr5	6000001	6050000	0.2514257620452311	664	15342	61020	5380
8N	Lesina	chr5	6000001	6050000	0.2333017676767676	664	14782	63360	3040
K	Lesina	chr5	6000001	6050000	0.2231350640814985	664	13580	60860	5540
